time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-03-18 00:00:00+00:00,1,1,17.0,3.0
2025-03-19 00:00:00+00:00,7,3,7.0,4.0
2025-03-20 00:00:00+00:00,12,7,13.0,4.0
2025-03-21 00:00:00+00:00,7,4,3.0,1.0
2025-03-22 00:00:00+00:00,8,5,1.0,1.0
2025-03-23 00:00:00+00:00,2,2,4.0,1.0
2025-03-24 00:00:00+00:00,7,3,18.0,3.0
2025-03-25 00:00:00+00:00,7,4,,
2025-03-26 00:00:00+00:00,2,2,17.0,5.0
2025-03-27 00:00:00+00:00,1,1,6.0,3.0
2025-03-28 00:00:00+00:00,10,3,,
2025-03-29 00:00:00+00:00,6,4,1.0,1.0
2025-03-30 00:00:00+00:00,5,3,,
2025-03-31 00:00:00+00:00,5,5,56.0,4.0
