time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-24 00:00:00+00:00,46,16,4,4
2026-06-25 00:00:00+00:00,31,7,4,4
2026-06-26 00:00:00+00:00,13,4,2,2
2026-06-27 00:00:00+00:00,8,3,1,1
2026-06-28 00:00:00+00:00,15,6,4,4
2026-06-29 00:00:00+00:00,8,3,1,1
2026-06-30 00:00:00+00:00,9,5,5,4
2026-07-01 00:00:00+00:00,17,7,7,4
2026-07-02 00:00:00+00:00,18,8,1,1
2026-07-03 00:00:00+00:00,22,8,0,0
2026-07-04 00:00:00+00:00,21,8,6,6
2026-07-05 00:00:00+00:00,2,2,4,4
2026-07-06 00:00:00+00:00,8,3,0,0
2026-07-07 00:00:00+00:00,1,1,0,0
