time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-08 00:00:00+00:00,6,3,,
2025-06-09 00:00:00+00:00,6,4,3.0,1.0
2025-06-10 00:00:00+00:00,17,2,20.0,6.0
2025-06-11 00:00:00+00:00,21,6,31.0,2.0
2025-06-12 00:00:00+00:00,41,6,3.0,2.0
2025-06-13 00:00:00+00:00,19,4,14.0,2.0
2025-06-14 00:00:00+00:00,33,6,,
2025-06-15 00:00:00+00:00,21,6,,
2025-06-16 00:00:00+00:00,82,9,3.0,2.0
2025-06-17 00:00:00+00:00,43,9,24.0,1.0
2025-06-18 00:00:00+00:00,46,16,2.0,2.0
2025-06-19 00:00:00+00:00,36,21,21.0,3.0
2025-06-20 00:00:00+00:00,37,5,29.0,4.0
2025-06-21 00:00:00+00:00,17,2,,
