time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-06 00:00:00+00:00,12,5,5,3
2026-01-07 00:00:00+00:00,12,4,1,1
2026-01-08 00:00:00+00:00,22,13,16,5
2026-01-09 00:00:00+00:00,13,4,1,1
2026-01-10 00:00:00+00:00,3,3,1,1
2026-01-11 00:00:00+00:00,3,3,0,0
2026-01-12 00:00:00+00:00,21,14,7,3
2026-01-13 00:00:00+00:00,14,9,3,3
2026-01-14 00:00:00+00:00,8,4,17,5
2026-01-15 00:00:00+00:00,24,6,8,3
2026-01-16 00:00:00+00:00,12,4,4,2
2026-01-17 00:00:00+00:00,16,8,1,1
2026-01-18 00:00:00+00:00,8,4,0,0
2026-01-19 00:00:00+00:00,17,5,0,0
