time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-17 00:00:00+00:00,29,8,5,5
2026-05-18 00:00:00+00:00,14,9,25,5
2026-05-19 00:00:00+00:00,28,10,5,5
2026-05-20 00:00:00+00:00,21,8,1,1
2026-05-21 00:00:00+00:00,30,13,6,4
2026-05-22 00:00:00+00:00,15,9,13,3
2026-05-23 00:00:00+00:00,13,4,12,12
2026-05-24 00:00:00+00:00,12,7,2,2
2026-05-25 00:00:00+00:00,28,11,5,5
2026-05-26 00:00:00+00:00,50,22,6,6
2026-05-27 00:00:00+00:00,75,34,5,1
2026-05-28 00:00:00+00:00,54,28,5,3
2026-05-29 00:00:00+00:00,65,29,23,5
2026-05-30 00:00:00+00:00,23,9,1,1
