time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-11 00:00:00+00:00,99,46,9,5
2026-05-12 00:00:00+00:00,37,14,5,5
2026-05-13 00:00:00+00:00,19,7,7,7
2026-05-14 00:00:00+00:00,9,4,8,8
2026-05-15 00:00:00+00:00,29,11,2,2
2026-05-16 00:00:00+00:00,10,5,7,7
2026-05-17 00:00:00+00:00,29,8,5,5
2026-05-18 00:00:00+00:00,14,9,25,5
2026-05-19 00:00:00+00:00,28,10,5,5
2026-05-20 00:00:00+00:00,21,8,1,1
2026-05-21 00:00:00+00:00,30,13,6,4
2026-05-22 00:00:00+00:00,15,9,13,3
2026-05-23 00:00:00+00:00,13,4,12,12
2026-05-24 00:00:00+00:00,12,7,2,2
