url_path,views_total,views_unique
/CBICA/NiChart_Project,16,5
/CBICA/NiChart_Project/tree/github-repo-stats,3,1
/CBICA/NiChart_Project/discussions/72,2,1
/CBICA/NiChart_Project/blob/github-repo-stats/CBICA/NiChart_Project/latest-report/report.html,1,1
/CBICA/NiChart_Project/blob/github-repo-stats/CBICA/NiChart_Project/latest-report/report.md,1,1
/CBICA/NiChart_Project/blob/main/resources/lists/dict_var_categories.json,1,1
/CBICA/NiChart_Project/blob/main/resources/lists/prepare_data/prepare_dict_var_categories/input/varlist_MUSE-Essential.csv,1,1
/CBICA/NiChart_Project/blob/main/resources/lists/prepare_data/prepare_dict_var_categories/README.txt,1,1
/CBICA/NiChart_Project/issues,1,1
/CBICA/NiChart_Project/issues/83,1,1
