time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-02 00:00:00+00:00,7,2,3,3
2025-11-03 00:00:00+00:00,24,5,9,5
2025-11-04 00:00:00+00:00,15,12,1,1
2025-11-05 00:00:00+00:00,26,13,3,3
2025-11-06 00:00:00+00:00,27,10,1,1
2025-11-07 00:00:00+00:00,6,4,16,3
2025-11-08 00:00:00+00:00,16,6,7,5
2025-11-09 00:00:00+00:00,11,3,2,2
2025-11-10 00:00:00+00:00,24,18,13,3
2025-11-11 00:00:00+00:00,16,5,1,1
2025-11-12 00:00:00+00:00,16,5,29,4
2025-11-13 00:00:00+00:00,3,3,1,1
2025-11-14 00:00:00+00:00,34,28,3,2
2025-11-15 00:00:00+00:00,21,1,4,1
