time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-02-09 00:00:00+00:00,4,2,,
2025-02-10 00:00:00+00:00,2,2,5.0,2.0
2025-02-11 00:00:00+00:00,5,3,4.0,1.0
2025-02-12 00:00:00+00:00,3,3,5.0,3.0
2025-02-13 00:00:00+00:00,17,8,6.0,1.0
2025-02-14 00:00:00+00:00,2,2,3.0,3.0
2025-02-15 00:00:00+00:00,5,3,,
2025-02-16 00:00:00+00:00,4,2,28.0,1.0
2025-02-17 00:00:00+00:00,5,3,3.0,3.0
2025-02-18 00:00:00+00:00,4,2,1.0,1.0
2025-02-19 00:00:00+00:00,2,2,1.0,1.0
2025-02-20 00:00:00+00:00,1,1,12.0,4.0
2025-02-21 00:00:00+00:00,1,1,15.0,4.0
