time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-28 00:00:00+00:00,54,28,5,3
2026-05-29 00:00:00+00:00,65,29,23,5
2026-05-30 00:00:00+00:00,23,9,1,1
2026-05-31 00:00:00+00:00,19,7,4,4
2026-06-01 00:00:00+00:00,22,12,11,9
2026-06-02 00:00:00+00:00,14,8,3,3
2026-06-03 00:00:00+00:00,26,13,4,4
2026-06-04 00:00:00+00:00,5,4,7,5
2026-06-05 00:00:00+00:00,29,11,5,2
2026-06-06 00:00:00+00:00,42,25,1,1
2026-06-07 00:00:00+00:00,22,10,2,2
2026-06-08 00:00:00+00:00,42,18,0,0
2026-06-09 00:00:00+00:00,32,14,5,4
2026-06-10 00:00:00+00:00,33,17,0,0
