time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-11-26 00:00:00+00:00,8,7,5.0,2.0
2025-11-27 00:00:00+00:00,8,3,1.0,1.0
2025-11-28 00:00:00+00:00,2,2,1.0,1.0
2025-11-29 00:00:00+00:00,3,3,,
2025-11-30 00:00:00+00:00,2,2,2.0,2.0
2025-12-01 00:00:00+00:00,128,69,28.0,3.0
2025-12-02 00:00:00+00:00,175,87,5.0,2.0
2025-12-03 00:00:00+00:00,276,116,19.0,4.0
2025-12-04 00:00:00+00:00,56,39,46.0,7.0
2025-12-05 00:00:00+00:00,46,42,,
2025-12-06 00:00:00+00:00,9,5,,
2025-12-07 00:00:00+00:00,9,5,,
2025-12-08 00:00:00+00:00,9,5,1.0,1.0
2025-12-09 00:00:00+00:00,89,55,19.0,3.0
