time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,18,3,,
2025-06-22 00:00:00+00:00,17,2,5.0,1.0
2025-06-23 00:00:00+00:00,7,6,39.0,3.0
2025-06-24 00:00:00+00:00,17,2,2.0,2.0
2025-06-25 00:00:00+00:00,19,4,3.0,3.0
2025-06-26 00:00:00+00:00,1,1,40.0,5.0
2025-06-27 00:00:00+00:00,3,3,11.0,4.0
2025-06-28 00:00:00+00:00,20,5,,
2025-06-29 00:00:00+00:00,20,3,2.0,1.0
2025-06-30 00:00:00+00:00,1,1,12.0,2.0
2025-07-01 00:00:00+00:00,1,1,41.0,3.0
2025-07-02 00:00:00+00:00,7,7,6.0,2.0
2025-07-03 00:00:00+00:00,3,3,79.0,2.0
2025-07-04 00:00:00+00:00,1,1,,
