referrer,views_total,views_unique
github.com,13,3
Bing,9,8
linkedin.com,7,6
umc.webex.com,7,2
neuroimagingchart.com,6,2
neurostars.org,4,2
lnkd.in,3,2
youtube.com,3,2
Google,2,2
cn.bing.com,1,1
