referrer,views_total,views_unique
neuroimagingchart.com,90,5
umc.webex.com,7,2
github.com,6,2
linkedin.com,5,4
chatgpt.com,5,2
Bing,3,3
youtube.com,3,2
Google,2,2
DuckDuckGo,1,1
