time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-07-14 00:00:00+00:00,7,3,0,0
2026-07-15 00:00:00+00:00,10,5,2,2
2026-07-16 00:00:00+00:00,17,7,3,3
2026-07-17 00:00:00+00:00,11,6,4,4
2026-07-18 00:00:00+00:00,8,4,2,2
2026-07-19 00:00:00+00:00,1,1,5,5
2026-07-20 00:00:00+00:00,15,6,9,2
2026-07-21 00:00:00+00:00,29,11,4,4
2026-07-22 00:00:00+00:00,2,2,3,3
2026-07-23 00:00:00+00:00,11,6,6,3
2026-07-24 00:00:00+00:00,17,8,14,4
2026-07-25 00:00:00+00:00,10,5,5,4
2026-07-26 00:00:00+00:00,9,4,2,2
2026-07-27 00:00:00+00:00,9,5,6,6
