time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-21 00:00:00+00:00,30,13,6,4
2026-05-22 00:00:00+00:00,15,9,13,3
2026-05-23 00:00:00+00:00,13,4,12,12
2026-05-24 00:00:00+00:00,12,7,2,2
2026-05-25 00:00:00+00:00,28,11,5,5
2026-05-26 00:00:00+00:00,50,22,6,6
2026-05-27 00:00:00+00:00,75,34,5,1
2026-05-28 00:00:00+00:00,54,28,5,3
2026-05-29 00:00:00+00:00,65,29,23,5
2026-05-30 00:00:00+00:00,23,9,1,1
2026-05-31 00:00:00+00:00,19,7,4,4
2026-06-01 00:00:00+00:00,22,12,11,9
2026-06-02 00:00:00+00:00,14,8,3,3
2026-06-03 00:00:00+00:00,26,13,4,4
