VarName,Age,centile_5,centile_25,centile_50,centile_75,centile_95
ICV,21,1247547.40509021,1373399.94312893,1465994.7465368,1562917.29383891,1710181.73844323
ICV,22,1246113.9263479,1371737.62596967,1464255.60379667,1561179.12606269,1708600.53646779
ICV,23,1244634.48462531,1370025.10701728,1462462.79483735,1559383.66174817,1706957.09695525
ICV,24,1243087.04948715,1368238.13787161,1460590.42924708,1557503.28169683,1705221.1580793
ICV,25,1241451.38845793,1366354.28461403,1458614.5155183,1555512.41933488,1703364.87113169
ICV,26,1239713.19867196,1364357.05809417,1456517.2830641,1553392.25961205,1701368.41794641
ICV,27,1237859.5333868,1362231.3476718,1454282.40532915,1551125.54957211,1699213.82806954
ICV,28,1235878.00609948,1359962.67892035,1451894.23537215,1548695.75553094,1696883.91055329
ICV,29,1233776.78126234,1357559.4075542,1449361.54144761,1546112.33934555,1694389.72708839
ICV,30,1231592.23583385,1355061.21610687,1446726.59704859,1543420.44837177,1691781.14833742
ICV,31,1229362.58092126,1352509.8217013,1444033.85682216,1540667.56631587,1689110.62658523
ICV,32,1227126.39701455,1349947.49675318,1441328.40543278,1537901.83006682,1686431.1986608
ICV,33,1224928.46391119,1347424.88738758,1438664.60253683,1535180.94417658,1683804.61244463
ICV,34,1222817.02701569,1344997.32544125,1436102.00592594,1532567.97640016,1681297.46239165
ICV,35,1220840.07186552,1342719.81880096,1433699.83189061,1530125.64576024,1678975.97220418
ICV,36,1219041.43217356,1340642.75803122,1431512.36794892,1527911.42947525,1676900.64095008
ICV,37,1217450.64787086,1338800.75854879,1429577.05647506,1525964.84334525,1675112.28597615
ICV,38,1216094.00701037,1337224.82784747,1427927.48911565,1524321.30221214,1673647.22078825
ICV,39,1214996.8814455,1335944.93614561,1426596.15127969,1523015.04882265,1672540.47143133
ICV,40,1214138.37753193,1334939.631191,1425560.50432554,1522021.70848147,1671763.33131687
ICV,41,1213430.95147913,1334113.40907307,1424718.76196647,1521232.45882109,1671195.23387022
ICV,42,1212782.13191814,1333365.31567079,1423963.29584021,1520532.21859706,1670708.70573716
ICV,43,1212099.6450254,1332594.43402199,1423186.46282272,1519805.90272418,1670176.42325969
ICV,44,1211291.23844795,1331697.71008883,1422277.85542027,1518935.94101137,1669470.96037823
ICV,45,1210264.81406517,1330570.94675569,1421125.54354258,1517803.41438276,1668465.02394399
ICV,46,1208928.67273416,1329110.37331725,1419618.03065827,1516289.84639963,1667031.81037744
ICV,47,1207220.23430058,1327243.56907995,1417677.14438881,1514312.48589953,1665084.61335931
ICV,48,1205186.11592527,1325015.64081396,1415349.69252031,1511922.66201036,1662687.37621302
ICV,49,1202898.73726892,1322499.50287597,1412712.06781126,1509203.46517629,1659939.81897081
ICV,50,1200430.29337986,1319767.94004755,1409840.55456379,1506237.8794193,1656941.57665352
ICV,51,1197859.22543943,1316903.4794988,1406822.47250283,1503120.05053869,1653801.11146551
ICV,52,1195273.45970626,1314003.3295302,1403761.75725891,1499960.92501659,1650640.11305485
ICV,53,1192760.99504648,1311165.12672708,1400762.89101093,1496871.98514645,1647580.52338614
ICV,54,1190406.57327346,1308483.29811564,1397927.02171952,1493961.09430923,1644739.91647598
ICV,55,1188265.72675239,1306024.54127315,1395326.64352187,1491304.48073324,1642195.37040242
ICV,56,1186375.56645078,1303837.99866149,1393016.10384247,1488958.33286989,1639998.20887875
ICV,57,1184772.86766338,1301972.34957369,1391049.25715404,1486978.31321676,1638199.0286729
ICV,58,1183487.59231321,1300468.72173734,1389471.8975018,1485411.46099865,1636838.73518039
ICV,59,1182522.45536243,1299338.44081286,1388298.02556568,1484270.77003996,1635920.27237562
ICV,60,1181873.591576,1298585.63221179,1387533.96717452,1483560.99877904,1635437.25017074
ICV,61,1181537.0120499,1298214.31689028,1387185.94985587,1483286.78062688,1635382.97827218
ICV,62,1181485.97339646,1298203.19438296,1387233.07249763,1483423.82043621,1635719.32076729
ICV,63,1181657.75855376,1298490.94238116,1387611.54465509,1483902.0930374,1636358.55694584
ICV,64,1181986.41404322,1299012.86428228,1388253.98369566,1484647.71350426,1637208.79879258
ICV,65,1182406.90015167,1299705.21645221,1389093.977557,1485587.89702122,1638179.9860739
ICV,66,1182867.90967266,1300515.42479296,1390076.14027768,1486662.67519746,1639202.23410062
ICV,67,1183327.14177115,1301398.2750494,1391152.34673329,1487820.53826727,1640219.1667056
ICV,68,1183742.11524069,1302308.56117967,1392274.48166632,1489010.015268,1641174.90221336
ICV,69,1184071.51880155,1303201.90905539,1393395.17401701,1490180.6181137,1642015.9544279
ICV,70,1184280.14905714,1304037.90383721,1394470.64200369,1491286.41625933,1642698.03395608
ICV,71,1184334.34365705,1304777.10151236,1395457.95352912,1492282.59626542,1643179.3348336
ICV,72,1184200.43085119,1305380.03109485,1396314.11938775,1493124.308349,1643418.18653601
ICV,73,1183847.33947479,1305810.47924114,1396999.6977362,1493770.41772524,1643376.57707784
ICV,74,1183248.28973276,1306037.65165314,1397481.17033614,1494185.97814625,1643022.48792224
ICV,75,1182377.01955924,1306031.32172563,1397725.60593,1494336.67865246,1642324.58594836
ICV,76,1181207.16939895,1305761.08986332,1397699.8568537,1494187.99072213,1641251.28928356
ICV,77,1179708.81505103,1305192.99639061,1397367.02676138,1493701.29263874,1639765.97300996
ICV,78,1177849.72361711,1304290.74570129,1396687.74462006,1492835.26678441,1637828.69178246
ICV,79,1175598.06133736,1303018.33336784,1395622.90155329,1491548.89873661,1635399.84514797
ICV,80,1172927.95692402,1301345.79591557,1394139.72880167,1489808.04724898,1632447.73538711
ICV,81,1169837.9361684,1299268.30211973,1392231.99238345,1487607.26668324,1628973.6325466
ICV,82,1166333.68253455,1296788.21635986,1389901.03484559,1484949.28924279,1624987.90986992
ICV,83,1162421.68912467,1293908.50511171,1387148.80959374,1481837.48134387,1620501.2643653
ICV,84,1158122.96388737,1290648.89600388,1383995.38072196,1478294.37323426,1615544.19562764
ICV,85,1153482.49874338,1287057.28131567,1380491.30754045,1474374.76344939,1610180.77644041
ICV,86,1148547.37119491,1283184.08651135,1376689.92436989,1470136.34800925,1604477.73159247
ICV,87,1143364.09039681,1279079.22110316,1372644.05460188,1465636.2271156,1598500.71498159
ICV,88,1137976.09199696,1274789.91500087,1368403.80225891,1460928.44872794,1592311.19855255
ICV,89,1132424.37073019,1270361.2919068,1364017.13615858,1456064.66616755,1585967.38495575
ICV,90,1126749.25768762,1265837.90478009,1359531.45415934,1451095.88469985,1579526.48448992
ICV,91,1120986.87326221,1261259.77633407,1354989.33454229,1446067.92393285,1573039.77539431
ICV,92,1115156.40493202,1256648.17741348,1350413.27072996,1441005.11349639,1566534.82912498
ICV,93,1109272.04983806,1252018.85537473,1345819.84363609,1435925.44516336,1560032.1366764
TotalBrain,21,1272916.87633068,1295969.8205078,1310356.62136667,1323695.6541929,1341423.47254941
TotalBrain,22,1271406.34476039,1294693.98843156,1309226.95328749,1322706.25918351,1340635.72154964
TotalBrain,23,1269897.42595918,1293423.34486688,1308104.20181107,1321725.69832835,1339860.92600001
TotalBrain,24,1268392.67328854,1292160.751175,1306991.31607089,1320757.01364173,1339102.41051992
TotalBrain,25,1266894.19065346,1290908.6405738,1305890.81808537,1319802.82136457,1338363.09209458
TotalBrain,26,1265402.65646357,1289668.00737618,1304803.77729875,1318864.27306564,1337644.41641554
TotalBrain,27,1263918.41568048,1288439.52974597,1303730.94755191,1317942.20571839,1336947.53085453
TotalBrain,28,1262441.75901003,1287223.85787226,1302673.05911175,1317037.43732001,1336273.58712404
TotalBrain,29,1260972.05330842,1286020.68906922,1301629.87629036,1316149.80870658,1335622.74463903
TotalBrain,30,1259507.43386085,1284828.41331733,1300599.83155579,1315277.8074437,1334993.7623004
TotalBrain,31,1258045.98138906,1283645.334788,1299581.26492845,1314419.823599,1334385.28647905
TotalBrain,32,1256585.80388639,1282469.74162175,1298572.49235226,1313574.21694997,1333795.91029578
TotalBrain,33,1255124.81977153,1281299.64479904,1297571.53486791,1312739.0375137,1333223.8635227
TotalBrain,34,1253660.90551833,1280132.90624542,1296576.24459673,1311912.1497289,1332667.12326124
TotalBrain,35,1252192.08178091,1278967.41257457,1295584.47808943,1311091.40552678,1332123.57818904
TotalBrain,36,1250715.89496028,1277800.41132477,1294593.41884221,1310273.95425968,1331590.30505707
TotalBrain,37,1249227.74256301,1276626.7552306,1293597.79093137,1309454.42797731,1331061.69282413
TotalBrain,38,1247722.75067437,1275440.79724678,1292591.77464464,1308626.87623293,1330531.39084093
TotalBrain,39,1246196.33249965,1274236.94845163,1291569.5698547,1307785.33442587,1329992.87510365
TotalBrain,40,1244643.67314069,1273009.65883188,1290525.45766049,1306923.95609282,1329439.92116905
TotalBrain,41,1243059.23539506,1271753.37316466,1289453.82860968,1306037.1048632,1328867.01192737
TotalBrain,42,1241437.24834317,1270462.52951108,1288349.10062053,1305119.20221051,1328268.85208498
TotalBrain,43,1239772.40744806,1269132.25453009,1287206.4204723,1304165.4352037,1327641.07759334
TotalBrain,44,1238066.41915228,1267765.15225705,1286028.56436758,1303178.7615717,1326987.45197732
TotalBrain,45,1236325.06248818,1266368.33304595,1284822.93360885,1302166.87469974,1326316.80962634
TotalBrain,46,1234553.75470813,1264948.89033567,1283596.97000846,1301137.56200498,1325638.34895105
TotalBrain,47,1232756.69236673,1263512.87476068,1282357.09121679,1300097.60561763,1324960.41895708
TotalBrain,48,1230934.85602746,1262062.63356377,1281105.89241277,1299049.85986708,1324287.11885991
TotalBrain,49,1229088.29933233,1260599.60817985,1279845.05493018,1297996.26028553,1323621.67404134
TotalBrain,50,1227216.80167311,1259125.15867976,1278576.20649448,1296938.71654075,1322967.45785343
TotalBrain,51,1225320.14645761,1257638.3944985,1277298.33585463,1295876.15387804,1322323.25354774
TotalBrain,52,1223399.46496248,1256135.22672286,1276006.47369821,1294802.8574741,1321679.88140302
TotalBrain,53,1221458.02215196,1254611.58639837,1274695.34382466,1293712.50762056,1321025.94077116
TotalBrain,54,1219501.13094153,1253063.34776534,1273359.29108739,1292598.10822103,1320347.69361004
TotalBrain,55,1217533.70463697,1251482.43422293,1271988.11164476,1291447.56150264,1319623.49359746
TotalBrain,56,1215560.97068606,1249858.36727232,1270568.74249865,1290245.47853099,1318826.11857021
TotalBrain,57,1213588.7860802,1248180.7878463,1269088.13762631,1288976.37194529,1317927.523864
TotalBrain,58,1211618.01898839,1246438.56604871,1267533.07876152,1287625.09908418,1316902.80480253
TotalBrain,59,1209632.17857508,1244617.53244237,1265889.45990168,1286177.56351519,1315738.68858385
TotalBrain,60,1207607.72737565,1242702.47738218,1264143.02542433,1284620.32865903,1314427.14963702
TotalBrain,61,1205519.0622737,1240678.13413575,1262279.76894723,1282940.49451434,1312962.39002764
TotalBrain,62,1203348.55018299,1238538.14337098,1260294.87565648,1281134.63117428,1311349.05037837
TotalBrain,63,1201092.64875502,1236290.23180901,1258197.8453005,1279213.85857266,1309606.61567122
TotalBrain,64,1198750.22177705,1233943.44339749,1255999.39699029,1277190.44462665,1307755.14462337
TotalBrain,65,1196322.04478615,1231507.13492152,1253710.36618481,1275076.60987902,1305813.64255112
TotalBrain,66,1193812.91267828,1228992.78592778,1251343.47858205,1272886.26716677,1303801.51853828
TotalBrain,67,1191230.80626628,1226413.31789617,1248912.67161918,1270634.34206711,1301737.96947658
TotalBrain,68,1188585.33082354,1223781.7986165,1246431.81218326,1268335.49937249,1299640.86595735
TotalBrain,69,1185886.46606033,1221110.22176094,1243913.45103596,1266002.8703907,1297525.45062653
TotalBrain,70,1183141.01300699,1218405.73838994,1241364.95112994,1263644.07874157,1295400.12247867
TotalBrain,71,1180355.15895769,1215674.24054607,1238792.2864691,1261265.23981587,1293271.24916571
TotalBrain,72,1177535.36834723,1212921.6076619,1236201.36443842,1258872.35388167,1291144.84376527
TotalBrain,73,1174687.1054388,1210152.33691465,1233596.61855934,1256469.86157359,1289025.02591942
TotalBrain,74,1171813.89395802,1207368.65136356,1230980.11003403,1254059.73738499,1286913.14048391
TotalBrain,75,1168918.96096624,1204572.54041322,1228353.66729845,1251643.72365157,1284810.3322878
TotalBrain,76,1166005.33169031,1201765.88288514,1225719.01695846,1249223.46909164,1282717.71182677
TotalBrain,77,1163074.8935107,1198949.44426516,1223076.75493891,1246799.47450227,1280635.24206412
TotalBrain,78,1160128.70037845,1196123.21917202,1220426.70099001,1244371.45883907,1278562.13999168
TotalBrain,79,1157167.66914332,1193287.17435214,1217768.66173103,1241939.14195405,1276497.70531964
TotalBrain,80,1154193.12638027,1190441.7930819,1215102.98353229,1239502.80612876,1274441.88420931
TotalBrain,81,1151208.56857328,1187589.86104475,1212432.37120411,1237065.14765229,1272397.15031241
TotalBrain,82,1148217.9829619,1184734.76128771,1209760.15456225,1234629.51578471,1270366.72281265
TotalBrain,83,1145225.22927269,1181879.83431486,1207089.6356703,1232199.24762641,1268353.88462417
TotalBrain,84,1142234.1408498,1179028.46998219,1204424.18077478,1229777.76040813,1266362.06971332
TotalBrain,85,1139248.59803894,1176184.17295953,1201767.28566854,1227368.61706704,1264394.92462993
TotalBrain,86,1136272.39918441,1173350.42178843,1199122.43085511,1224975.37781672,1262456.15167075
TotalBrain,87,1133309.02946505,1170530.42319078,1196492.82942995,1222601.34183567,1260549.23904575
TotalBrain,88,1130358.84260765,1167724.19841778,1193878.44785642,1220246.50213454,1258674.32050767
TotalBrain,89,1127419.95439872,1164929.49395781,1191276.93226637,1217908.48695945,1256829.13312312
TotalBrain,90,1124490.42267055,1162144.02358648,1188685.89767483,1215584.89628441,1255011.41770504
TotalBrain,91,1121568.52250688,1159365.74965249,1186103.21520514,1213273.59515047,1253219.22038379
TotalBrain,92,1118653.55018835,1156593.71207779,1183527.86032789,1210973.58167248,1251451.78956509
TotalBrain,93,1115745.0846663,1153827.26287361,1180959.13003473,1208684.18693318,1249708.75041524
GM,21,720803.293760823,743499.963663364,760534.242320018,778733.686820114,807242.389619
GM,22,717866.935865239,740772.379759056,757862.254276809,776021.583618661,804252.834881371
GM,23,714945.281930022,738064.979055991,755211.386073159,773330.892131676,801289.412457346
GM,24,712043.599277178,735383.202419968,752587.178751406,770667.342554391,798358.234673786
GM,25,709166.844106403,732732.140130528,749994.809780845,768036.299304297,795465.050361355
GM,26,706319.095499311,730115.868224006,747438.396747044,765442.063705365,792614.608522809
GM,27,703504.222999187,727538.205797311,744921.78854704,762888.666400957,789811.377334901
