,Unnamed: 0,ROI_Name,Age,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
1881,1881,Ventricles,81.3,36427.3658905613,41210.5135210792,51470.3508690928,67726.0832221483,89482.1021646207,112826.614588809,128633.426540797
1882,1882,Ventricles,82.3,36916.2914949269,42323.9755143306,53199.7139280057,68609.6236757259,88632.8989692872,111904.429983853,128810.814366191
1883,1883,Ventricles,83.3,35887.7905134291,42252.7779726418,54329.9621496322,69504.6364038094,88902.455652243,114253.300105429,134445.336589974
1884,1884,Ventricles,84.3,37865.3775809262,44709.092223885,56867.1549090902,70411.3252282997,87055.5599159261,110173.373930639,129366.948664155
1885,1885,Ventricles,85.3,39836.7662302926,46488.9366090575,58229.179086559,71329.8679220094,87160.8181754246,108254.813961021,125184.640155696
1886,1886,Ventricles,86.3,39407.606419071,45264.4065936972,56721.8797496076,72260.4293339055,91576.1523171284,113173.5323491,128363.590647339
1887,1887,Ventricles,87.3,38440.1469493848,42905.7236781895,53644.0130951356,73203.1593179887,98769.6041977142,120891.530365514,133032.613734803
1888,1888,Ventricles,88.3,37966.87014018,41341.959113894,51851.8644922887,74158.2051996833,104113.801005526,126807.32041536,136128.26561701
1889,1889,Ventricles,89.3,37926.6871455458,41103.2214155255,51943.3862652432,75125.7143765938,106133.232408945,129274.282330899,137856.434213137
1890,1890,Temporal_GM_PercICV,55.3,5.00790208904617,5.30413525216419,5.76654417289218,6.24176419121253,6.68455549342384,7.0602827426182,7.2762286537807
1891,1891,Temporal_GM_PercICV,56.3,5.06143672920386,5.33087360104001,5.76589187025483,6.22988964374239,6.67642528306666,7.06531707444973,7.29275680447104
1892,1892,Temporal_GM_PercICV,57.3,5.10659859241146,5.35382912894477,5.76466043514066,6.21802900448706,6.66840965275593,7.07140848695003,7.31158430104245
1893,1893,Temporal_GM_PercICV,58.3,5.14456411118072,5.37327437264113,5.76279932774211,6.20616841154003,6.66041262384145,7.07833766885403,7.33249399304266
1894,1894,Temporal_GM_PercICV,59.3,5.17588442994208,5.3892196554449,5.76019585932181,6.19428999419336,6.65225243343774,7.08553866075134,7.35467637632948
1895,1895,Temporal_GM_PercICV,60.3,5.20037798135583,5.40128230296053,5.7566196698532,6.18236613725271,6.64357615283327,7.09171582763488,7.37600341552892
1896,1896,Temporal_GM_PercICV,61.3,5.21781529417906,5.4090858299351,5.75183685915594,6.17036447749363,6.63396085241364,7.09512346008151,7.39337488057932
1897,1897,Temporal_GM_PercICV,62.3,5.22832459222716,5.41252630701916,5.74570281970223,6.15825074991387,6.62305824528011,7.09413267588962,7.4036645649715
1898,1898,Temporal_GM_PercICV,63.3,5.2322352275727,5.41169210560108,5.73817148118587,6.14602003762699,6.61065900571584,7.08750561560487,7.4042763687472
1899,1899,Temporal_GM_PercICV,64.3,5.23015513692844,5.40692053428377,5.72933468998849,6.13372253524499,6.59678568963638,7.07483334488219,7.39407319014367
