,Unnamed: 0,ROI_Name,Age,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
0,0,SPARE_AD,50,-2.25302685681904,-2.05207511700058,-1.71629357064977,-1.34321589455086,-0.970138218451954,-0.634356672101146,-0.43340493228269
1,1,SPARE_AD,51,-2.25497245324464,-2.0526460905431,-1.71456760962608,-1.33893787246417,-0.963308135302269,-0.625229654385248,-0.422903291683711
2,2,SPARE_AD,52,-2.25697076023894,-2.05326197692785,-1.71287353178558,-1.33467725666352,-0.956480981541461,-0.616092536399188,-0.412383753088099
3,3,SPARE_AD,53,-2.25903592599445,-2.05393787685158,-1.71122802941785,-1.33045250781366,-0.949676986209476,-0.606967138775744,-0.401869089632876
4,4,SPARE_AD,54,-2.2611929697107,-2.0546996636097,-1.70965840297507,-1.32629251204157,-0.942926621108068,-0.597885360473438,-0.391392054372444
5,5,SPARE_AD,55,-2.26351445357369,-2.05561925993823,-1.70823550670037,-1.32226693641719,-0.936298366134007,-0.588914612896147,-0.381019419260694
6,6,SPARE_AD,56,-2.26614636953998,-2.0568395880789,-1.70709713347659,-1.31850787473323,-0.929918615989869,-0.580176161387555,-0.370869379926474
7,7,SPARE_AD,57,-2.26915585774563,-2.05842405558252,-1.70630045386827,-1.31506556780969,-0.923830681751106,-0.57170708003685,-0.360975277873742
8,8,SPARE_AD,58,-2.27245964141967,-2.06028491071485,-1.70575023867371,-1.31183647843565,-0.917922718197597,-0.563388046156461,-0.351213315451638
9,9,SPARE_AD,59,-2.27590355816297,-2.06226356610784,-1.70528050659588,-1.30864641012215,-0.912012313648429,-0.555029254136465,-0.341389262081338
10,10,SPARE_AD,60,-2.27922501191292,-2.06409334494754,-1.7046177620642,-1.30521429116498,-0.90581082026576,-0.546335237382414,-0.331203570417034
11,11,SPARE_AD,61,-2.2821719939477,-2.06551857921909,-1.7035002225456,-1.30127154535741,-0.899042868169225,-0.53702451149574,-0.320371096767131
12,12,SPARE_AD,62,-2.28454167365802,-2.06633371417283,-1.70171778137132,-1.29660300851807,-0.891488235664822,-0.526872302863319,-0.30866434337813
13,13,SPARE_AD,63,-2.2861781454267,-2.06637924212325,-1.69910491195761,-1.29103646663028,-0.882968021302955,-0.515693691137317,-0.295894787833869
14,14,SPARE_AD,64,-2.28702214249015,-2.06558993338958,-1.6955864208505,-1.2844856557647,-0.873384890678893,-0.503381378139819,-0.281949169039242
15,15,SPARE_AD,65,-2.28696528160997,-2.0638499505525,-1.69103401502125,-1.27680844380619,-0.862582872591136,-0.489766937059889,-0.266651606002419
16,16,SPARE_AD,66,-2.28573030253223,-2.06087172246955,-1.68514289428471,-1.26768088785236,-0.850218881420015,-0.474490053235178,-0.2496314731725
17,17,SPARE_AD,67,-2.2830578438317,-2.05638496900412,-1.67762453381631,-1.25679419190572,-0.835963849995121,-0.457203414807312,-0.230530539979738
18,18,SPARE_AD,68,-2.27882131737618,-2.05025228947865,-1.66832346564925,-1.24397281392941,-0.819622162209574,-0.437693338380176,-0.209124310482645
19,19,SPARE_AD,69,-2.27296429994191,-2.04240819299945,-1.65715904721102,-1.22911927673573,-0.801079506260434,-0.415830360472001,-0.185274253529547
20,20,SPARE_AD,70,-2.26557792048051,-2.03294121034948,-1.64421546785859,-1.21231294604221,-0.780410424225817,-0.391684681734936,-0.159047971603901
21,21,SPARE_AD,71,-2.25681646736197,-2.02200513496899,-1.62964569402641,-1.19370586941975,-0.757766044813081,-0.365406603870498,-0.130595271477517
22,22,SPARE_AD,72,-2.2469544326091,-2.00987694342518,-1.61373085384635,-1.17358378769004,-0.733436721533724,-0.337290631954898,-0.10021314277098
23,23,SPARE_AD,73,-2.23621451769613,-1.99678276947855,-1.5967028162788,-1.15218494203689,-0.707667067794987,-0.307587114595241,-0.0681553663776631
24,24,SPARE_AD,74,-2.22449224293144,-1.98262238770981,-1.57846846460702,-1.1294241140282,-0.680379763449387,-0.27622584034659,-0.0343559851249697
25,25,SPARE_AD,75,-2.21159701104048,-1.9672092418945,-1.558847995024,-1.10512900228301,-0.651410009542029,-0.243048762671528,0.0013390064744505
26,26,SPARE_AD,76,-2.19733269381966,-1.95034877499044,-1.53764947582945,-1.07911059204645,-0.620571708263447,-0.207872409102461,0.0391115097267591
27,27,SPARE_AD,77,-2.18158235354622,-1.9319256248062,-1.51476017747569,-1.05125907882916,-0.587757980182635,-0.170592532852125,0.0790641958879021
28,28,SPARE_AD,78,-2.16464650154104,-1.9122456090492,-1.49049478440942,-1.02189899866895,-0.553303212928474,-0.131552388288693,0.120848504203142
29,29,SPARE_AD,79,-2.14695830909493,-1.89174911692775,-1.46530574666257,-0.991496202048382,-0.517686657434198,-0.09124328716901,0.163965904998168
30,30,SPARE_AD,80,-2.12894509541318,-1.87087377994976,-1.43964792714858,-0.960524697223501,-0.481401467298426,-0.0501756144972428,0.20789570096618
31,31,SPARE_AD,81,-2.11100130682063,-1.8500250107929,-1.41394506283989,-0.929428580788584,-0.444912098737279,-0.0088321507842721,0.252144145243461
32,32,SPARE_AD,82,-2.09333047110256,-1.82941233608753,-1.38841670417397,-0.898438540358519,-0.40846037654307,0.0325352553704906,0.296453390385525
33,33,SPARE_AD,83,-2.07604971879691,-1.80915657124614,-1.36318982382711,-0.867688389776728,-0.372186955726343,0.0737797916926871,0.340672939243458
34,34,SPARE_AD,84,-2.05920361375914,-1.78930329283537,-1.33831169056191,-0.837227277958371,-0.336142865354828,0.114848736918628,0.384749057842401
35,35,SPARE_AD,85,-2.04279908481502,-1.76985907124215,-1.31378827582976,-0.807060510893942,-0.300332745958125,0.15573804945427,0.428678063027137
36,36,SPARE_AD,86,-2.02679637573057,-1.75078253108398,-1.2895754987219,-0.777141001638645,-0.264706504555384,0.196500527806687,0.472514372453281
37,37,SPARE_AD,87,-2.01113190654678,-1.73200794483746,-1.26560404322908,-0.747395447114853,-0.229186851000624,0.237217050607751,0.516341012317071
38,38,SPARE_AD,88,-1.99573120691964,-1.71346008227484,-1.2417974093911,-0.717745936597462,-0.193694463803824,0.277968209079918,0.560239333724714
