,Unnamed: 0,ROI_Name,Age,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
0,0,SPARE_BA,40,29.2371129937999,32.6967946172772,37.8313726979132,43.0056289929732,48.0293773102599,52.7314052333347,55.7506121153547
1,1,SPARE_BA,41,30.078749708388,33.5075175425685,38.6203500448896,43.7971044476108,48.8389530221516,53.5647726626973,56.6001475273659
2,2,SPARE_BA,42,30.9295108308312,34.3278328855432,39.419003072939,44.5977232966822,49.6568628734312,54.4056357061043,57.4566375999642
3,3,SPARE_BA,43,31.7859837643696,35.154132844157,40.2233192354678,45.4030091777179,50.4781512395923,55.2485742946704,58.314359382108
4,4,SPARE_BA,44,32.6424427198838,35.9802647582132,41.0264129997858,46.2052813037633,51.2943315673181,56.0843293082565,59.1635528493192
5,5,SPARE_BA,45,33.4921548300023,36.7990069908043,41.8202494994109,46.995625570929,52.0955967131019,56.902236396699,59.9929981636611
6,6,SPARE_BA,46,34.3311757888099,37.606239939053,42.6003837116719,47.7692196058492,52.8767219444933,57.6966740057683,60.7968142022158
7,7,SPARE_BA,47,35.1596782253463,38.4023483249083,43.367483579434,48.526991209792,53.638864272629,58.4689989031909,61.5764821089493
8,8,SPARE_BA,48,35.9782232081192,39.1880989741757,44.1226115870255,49.2702893156617,54.3836348625373,59.2210559821343,62.333993529083
9,9,SPARE_BA,49,36.7870173190347,39.9638351871882,44.866318783618,49.9998714960527,55.111980185467,59.9539586600141,63.0705661504018
10,10,SPARE_BA,50,37.5862146535925,40.7298157329757,45.5990358858144,50.7163465097734,55.8246743226152,60.668627747057,63.787212464076
11,11,SPARE_BA,51,38.3771827464305,41.4875894603889,46.3226131407879,51.4218863567434,56.5242024345062,61.3678373240647,64.4868901757245
12,12,SPARE_BA,52,39.163288169947,42.2408321466476,47.0412367571369,52.1212280058686,57.2158491897126,62.0573861488647,65.1757271180211
13,13,SPARE_BA,53,39.9489118672028,42.9942684930315,47.7602059566429,52.8202989712938,57.9061741061783,62.7444310380712,65.8612632852756
14,14,SPARE_BA,54,40.7430004007427,43.7574810884819,48.4901453700274,53.5308591964106,58.6080862379837,63.4429738344686,66.5582034363778
15,15,SPARE_BA,55,41.5572574500748,44.542929423572,49.2447577344755,54.2679756828706,59.3380428010991,64.1707990622855,67.2851867865743
16,16,SPARE_BA,56,42.4026948373798,45.3622415546854,50.0367068174417,55.0454691341353,60.1110560102821,64.9440618023395,68.0591048730205
17,17,SPARE_BA,57,43.2877865662039,46.2242603147468,50.8754879511118,55.8735910208519,60.9381711082613,65.7745743132926,68.8922645885415
18,18,SPARE_BA,58,44.2206522895939,47.1374032530739,51.7700616410819,56.7619452426452,61.8296758826439,66.6732886168684,69.7960465547595
19,19,SPARE_BA,59,45.2035883749427,48.1038514158348,52.7224951198255,57.7125362189932,62.7875436759821,67.6421599993252,70.7723948480208
20,20,SPARE_BA,60,46.2349547863854,49.1216086637214,53.730288185829,58.7223738281683,63.8083160368254,68.6772925695918,71.8171317961967
21,21,SPARE_BA,61,47.3128968126615,50.1884819777229,54.7907629015054,59.7883025861125,64.8883768000591,69.7746379928186,72.925930449037
22,22,SPARE_BA,62,48.4355274561052,51.3022735339545,55.9012721559625,60.9072289357645,66.0241989374579,70.9302612715802,74.0945926032103
23,23,SPARE_BA,63,49.6003812613422,52.4602005367805,57.0585659221294,62.075430005717,67.2115950026116,72.139535475087,75.3182076289734
24,24,SPARE_BA,64,50.7994674932511,53.6536722123963,58.2531235973733,63.2823999776629,68.4390652844996,73.3900115842992,76.583713796177
25,25,SPARE_BA,65,52.0197744925593,54.8688584033614,59.4698220039172,64.5116220054575,69.6886728829778,74.6623911786934,77.8709338872065
26,26,SPARE_BA,66,53.246339369791,56.0899522567522,60.6915075590178,65.7444768584568,70.9402959253225,75.9351079676891,79.1573692065277
27,27,SPARE_BA,67,54.4609935973725,57.297856025741,61.8975856966463,66.9587266996737,72.1700027774331,77.1825987346351,80.4164033570868
28,28,SPARE_BA,68,55.6440954612162,58.4720148425578,63.0660188645992,68.1306935275592,73.3524160694468,78.3778458834897,81.6199600737786
29,29,SPARE_BA,69,56.785823306779,59.6022713681433,64.1860960838395,69.2490404775226,74.4755392391811,79.5082109164193,82.7549864527403
30,30,SPARE_BA,70,57.8872501752028,60.6899266323088,65.2594805649361,70.3158150836198,75.5418023720251,80.5764856914035,83.8245077841447
31,31,SPARE_BA,71,58.9499403875217,61.7367795295214,66.2883475484125,71.3335968394679,76.5541913757773,81.5860425371896,84.8321460204559
32,32,SPARE_BA,72,59.9739568696468,62.7430414127948,67.2731470599223,72.3030912309076,77.5136671564293,82.5380847782225,85.779261488467
33,33,SPARE_BA,73,60.9592767490085,63.7088243407857,68.2142098058904,73.2248649073959,78.4210337670643,83.433642704818,86.6670312871979
34,34,SPARE_BA,74,61.9133607412801,64.642045090673,69.1202000254754,74.1084095085026,79.2866362156376,84.2838830739421,87.5071533116317
35,35,SPARE_BA,75,62.8535126301703,65.5608495693295,70.010650454348,74.9748042610925,80.1331585869247,85.113039066514,88.3248610682424
36,36,SPARE_BA,76,63.7964096027509,66.4826575454379,70.9042119806868,75.8440821070487,80.9820743632834,85.9439771767871,89.143920556018
37,37,SPARE_BA,77,64.745505949159,67.4110560615415,71.8047041319651,76.7203350778342,81.8377664375091,86.7813646640702,89.969183388116
38,38,SPARE_BA,78,65.6991296291737,68.3442873009032,72.7102414536966,77.6015477479331,82.6980917375893,87.6229387725016,90.7983106086363
