"ROI_Name","Age","centile_5","centile_10","centile_25","centile_50","centile_75","centile_90","centile_95"
"SPARE_AD",50.29158,-0.884973153666283,-0.503966094164312,0.132679996711662,0.840040024869123,1.54740005302658,2.18404614390256,2.56505320340453
"SPARE_AD",51.29158,-0.889161984097735,-0.509633400242081,0.124542222653816,0.829157381526765,1.53377254039971,2.16794816329561,2.54747674715126
"SPARE_AD",52.29158,-0.893348621670315,-0.515292768652173,0.116421985587273,0.818302940721182,1.52018389585509,2.15189865009454,2.52995450311268
"SPARE_AD",53.29158,-0.897492947246521,-0.520904100495327,0.108359350594084,0.807516729961045,1.50667410932801,2.13593756041742,2.51252640716861
"SPARE_AD",54.29158,-0.901550000155815,-0.526422443665404,0.100399255469649,0.79684367114149,1.49328808681333,2.12010978594838,2.49523734243879
"SPARE_AD",55.29158,-0.90547479750484,-0.531802823899178,0.0925866600566284,0.786328708082874,1.48007075610912,2.10446024006493,2.47813221367059
"SPARE_AD",56.29158,-0.909220554767195,-0.536998471064519,0.0849683104349498,0.776018560141388,1.46706880984783,2.0890355913473,2.46125767504997
"SPARE_AD",57.29158,-0.912738271453669,-0.541960407096994,0.0775931471982336,0.765962126277856,1.45433110535748,2.07388465965271,2.44466252400938
"SPARE_AD",58.29158,-0.915976195356479,-0.546636909160916,0.0705128441026752,0.756211025717597,1.44190920733252,2.05905896059611,2.42839824679167
"SPARE_AD",59.29158,-0.918870067839496,-0.550963752836645,0.0637915683936625,0.746829362181253,1.42986715596884,2.04462247719915,2.412528792202
"SPARE_AD",60.29158,-0.921334642595617,-0.554855732904971,0.0575144566343413,0.737902195950098,1.41828993526585,2.03066012480517,2.39713903449581
"SPARE_AD",61.29158,-0.923265214962341,-0.558208183602222,0.0517861095901452,0.729534055571803,1.40728200155346,2.01727629474583,2.38233332610595
"SPARE_AD",62.29158,-0.924525669986479,-0.56088502400457,0.0467425513233313,0.721860901931293,1.39697925253925,2.00460682786716,2.36824747384906
"SPARE_AD",63.29158,-0.924984511764578,-0.562754790591311,0.0425151912444477,0.715014084318803,1.38751297739316,1.99278295922892,2.35501268040218
"SPARE_AD",64.29158,-0.924526450827463,-0.563702224309778,0.0392192375815138,0.709108754492481,1.37899827140345,1.98191973329474,2.34274395981242
"SPARE_AD",65.29158,-0.923074381620017,-0.563650245693187,0.0369317262088505,0.704221899892254,1.37151207357566,1.9720940454777,2.33151818140452
"SPARE_AD",66.29158,-0.920627734343054,-0.562598302652906,0.035653179621532,0.700354010132607,1.36505484064368,1.96330632291812,2.32133575460827
"SPARE_AD",67.29158,-0.91722705865547,-0.560586953584811,0.0353430248245701,0.697464495997877,1.35958596717118,1.95551594558056,2.31215605065122
"SPARE_AD",68.29158,-0.912983846127809,-0.557727681128826,0.0358897941007176,0.695441906350995,1.35499401860127,1.94861149383082,2.3038676588298
"SPARE_AD",69.29158,-0.908005560054336,-0.554127938993221,0.0371860497594789,0.694178821298376,1.35117159283727,1.94248558158997,2.29636320265109
"SPARE_AD",70.29158,-0.902366273278631,-0.549861794205488,0.0391577344917924,0.693601194328838,1.34804465416588,1.93706418286316,2.28956866193631
"SPARE_AD",71.29158,-0.89609708452481,-0.544960350871889,0.0417737351980658,0.693677902350548,1.34558206950303,1.93231615557298,2.2834528892259
"SPARE_AD",72.29158,-0.889130136901844,-0.539355784523163,0.045101822172205,0.694476655464659,1.34385148875711,1.92830909545248,2.27808344783116
"SPARE_AD",73.29158,-0.881378129682732,-0.532960836418798,0.0492291839971469,0.696084564303946,1.34293994461075,1.92512996502669,2.27354725829062
"SPARE_AD",74.29158,-0.872743842297228,-0.525678342952151,0.0542528890958408,0.698598591535368,1.3429442939749,1.92287552602289,2.26994102536796
"SPARE_AD",75.29158,-0.863170675438557,-0.517451750953858,0.0602294135440702,0.70207512757814,1.34392084161221,1.92160200611014,2.26732093059484
"SPARE_AD",76.29158,-0.852729513197984,-0.508351951652352,0.0670878541874993,0.706443256027385,1.34579865786727,1.92123846370712,2.26561602525275
"SPARE_AD",77.29158,-0.841526835756824,-0.498485415544511,0.074721756711523,0.711596540548177,1.34847132438483,1.92167849664086,2.26471991685318
"SPARE_AD",78.29158,-0.8297070339064,-0.487996492649667,0.0829868392250184,0.717390774944779,1.35179471066454,1.92277804253922,2.26448858379596
"SPARE_AD",79.29158,-0.817435138691535,-0.477050171324903,0.0917181847002451,0.723661121441529,1.35560405818281,1.92437241420796,2.26475738157459
"SPARE_AD",80.29158,-0.804921444786412,-0.465856716850264,0.100705576973475,0.730197418446493,1.35968925991951,1.92625155374325,2.2653162816794
"SPARE_AD",81.29158,-0.79238475293357,-0.454634911232236,0.109730265345341,0.736780950044787,1.36383163474423,1.92819681132181,2.26594665302314
"SPARE_AD",82.29158,-0.780038688217796,-0.443598388543575,0.118578600724589,0.743198050458513,1.36781750019244,1.9299944894606,2.26643478913482
"SPARE_AD",83.29158,-0.768076185095489,-0.432940104843173,0.127057590955503,0.749255687425766,1.37145378389603,1.93145147969471,2.26658755994702
"SPARE_AD",84.29158,-0.756611126844398,-0.422773989663881,0.135053229214993,0.754839768248385,1.37462630728178,1.93245352616065,2.26629066334117
"SPARE_AD",85.29158,-0.745702687049331,-0.413159269952524,0.142506199390636,0.759890877744498,1.37727555609836,1.93294102544152,2.26548444253833
"SPARE_AD",86.29158,-0.735258383509737,-0.404003522045346,0.149508827333775,0.764501233088752,1.37949363884373,1.93300598822285,2.26426084968724
