ROI,Age_At_Visit,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
601,83.5338809034908,486457.369922088,505655.132775359,539855.483060918,581329.534664088,621118.760573837,651557.508250163,667771.770741698
601,84.5338809034908,486532.544566587,505144.153932326,538463.781266962,579101.384908208,618039.181712445,647596.551825939,663246.791478133
601,85.5338809034908,486623.069959226,504654.685146729,537097.799402631,576893.609989737,614979.932244332,643671.739224464,658773.046124014
601,86.5338809034908,486719.880359864,504179.678900926,535753.462771254,574704.985865084,611942.259341138,639786.079504093,654354.356966547
601,87.5338809034908,486814.404114292,503712.357466071,534426.711212363,572534.186241167,608927.17459212,635942.104478236,649993.893514822
601,88.5338809034908,486897.136461524,503244.601113865,533111.790167572,570378.286861882,605934.153162397,632140.476919299,645692.631994048
601,89.5338809034908,486958.097246937,502767.503085908,531801.85501432,568233.247387422,602961.508826979,628380.43077382,641449.891079435
601,90.5338809034908,486987.874686454,502272.585019102,530490.284889337,566095.046123024,600007.373516296,624660.862618497,637264.578065506
601,91.5338809034908,486976.735137733,501751.213311232,529170.787926294,563960.816992502,597071.776866239,620982.935923617,633137.992186629
601,92.5338809034908,486919.791913144,501199.29525506,527841.090679177,561831.093181558,594157.586213919,617350.284701327,629073.738625247
601,93.5338809034908,486834.220468855,500630.91607654,526508.663583211,559703.88653471,591254.057507662,613746.704352404,625053.175654833
601,94.5338809034908,486736.378184449,500059.362105875,525180.380958751,557577.144445046,588350.911816828,610156.669869356,621058.380734241
601,95.5338809034908,486629.557109137,499487.099426817,523857.291768394,555450.402412835,585446.18018782,606576.698265726,617084.901522512
601,96.5338809034908,486513.258178832,498913.477243554,522538.792407112,553323.660380623,582540.266692637,603006.774628196,613132.197399916
604,20.5338809034908,437655.68373956,458506.465946944,495339.761369074,539354.415554501,586840.87849566,632746.665076133,661733.557719124
604,21.5338809034908,437533.434556965,458359.060384754,495154.720540886,539135.867313575,586600.180659046,632498.27971928,661487.201239032
604,22.5338809034908,437410.829706204,458211.327534711,494969.376829167,538917.013002669,586359.150073692,632249.52933747,661240.463086821
604,23.5338809034908,437287.506365634,458062.887539317,494783.320372015,538697.406978647,586117.302506004,631999.89237124,660992.798126625
604,24.5338809034908,437163.100319966,457913.358714336,494596.1386512,538476.599847776,585874.148672259,631748.840843459,660743.653887508
604,25.5338809034908,437036.498062032,457761.574624234,494406.571677943,538253.219663941,585628.195567619,631494.764426899,660491.34581706
604,26.5338809034908,436905.933385573,457605.685345046,494212.621450299,538025.09108549,585377.075974556,631235.109849,660233.202879638
604,27.5338809034908,436769.639191164,457443.840328665,494012.289709558,537790.038770193,585118.42272618,630967.323714471,659966.553694669
604,28.5338809034908,436625.759251744,457274.095972955,493803.478086773,537545.778629795,584849.750341347,630688.724815078,659688.592944748
604,29.5338809034908,436472.117632056,457094.174116811,493583.727256733,537289.633799502,584568.145891988,630396.170642711,659396.032466096
604,30.5338809034908,436306.384401661,456901.635671887,493350.404563223,537018.738992424,584270.491413913,630086.2972616,659085.352149198
604,31.5338809034908,436126.196409577,456694.007178291,493100.840802476,536730.189529693,583953.626178252,629755.694406947,658752.983149777
604,32.5338809034908,435929.729233826,456469.379608893,492832.976559592,536421.744633945,583615.111629113,629401.730207001,658396.170458358
604,33.5338809034908,435716.095213225,456226.824960211,492545.811697906,536092.316424275,583253.763238076,629023.124705641,658013.57285266
604,34.5338809034908,435484.679242935,455965.700711779,492238.654402703,535741.152637645,582868.761544725,628618.991481452,657604.260616699
604,35.5338809034908,435234.867484826,455685.365785981,491910.814581902,535367.503011775,582459.289315562,628188.446480507,657167.306449147
604,36.5338809034908,434967.23073322,455386.419616988,491562.941639362,534972.075520545,582026.116215468,627732.317469515,656703.574021927
604,37.5338809034908,434683.629678021,455070.812112515,491197.142854062,534557.165011601,581571.738760681,627253.295174137,656215.876306798
604,38.5338809034908,434386.013869037,454740.585892498,490815.62516185,534125.174524202,581098.77115651,626754.197475157,655707.159551068
604,39.5338809034908,434076.259825861,454397.706789719,490420.512172325,533678.416122973,580609.728585559,626237.7356511,655180.258714754
604,40.5338809034908,433755.788250794,454043.663185177,490013.411804212,533218.640450729,580106.515425054,625705.962389599,654637.319969567
604,41.5338809034908,433425.771194215,453679.682948327,489595.650523027,532747.291686997,579590.702623622,625160.570898531,654080.113565664
604,42.5338809034908,433087.385429198,453306.998689605,489168.559639559,532265.819103737,579063.866640089,624603.260449151,653510.416241211
604,43.5338809034908,432741.395715982,452926.411601827,488733.004697587,531775.165039527,578527.032437849,624035.135590569,652929.382641704
604,44.5338809034908,432387.362046639,452537.461878746,488288.490526231,531274.791308823,577979.614388011,623455.563736495,652336.349963656
604,45.5338809034908,432024.526843399,452139.357443963,487834.163574859,530763.76990407,577420.602815206,622863.454865826,651730.176730873
604,46.5338809034908,431652.12829321,451731.301920474,487369.165833828,530241.16809448,576848.982939982,622257.713386612,651109.715549878
604,47.5338809034908,431268.378887705,451311.425954479,486891.482363215,529704.79515884,576262.372038815,621635.768544457,650472.275689911
604,48.5338809034908,430869.961024784,450876.259738982,486397.372778666,529150.58436847,575656.34743926,620992.84964534,649812.864685139
604,49.5338809034908,430453.444333305,450422.216049861,485882.970837518,528574.332650803,575026.33830898,620324.025900708,649126.322174552
604,50.5338809034908,430015.401315767,449945.711245449,485344.414944139,527971.842525509,574367.780011811,619624.372877727,648407.494033025
604,51.5338809034908,429552.261763756,449443.013026254,484777.684090993,527338.743817518,573675.920337704,618888.763625442,647651.013889877
604,52.5338809034908,429060.36591787,448910.296049884,484178.657826439,526670.558851768,572945.890367252,618111.945050132,646851.382998715
604,53.5338809034908,428536.074372881,448343.75686748,483543.240124082,525962.837075238,572172.850791062,617288.695638267,646003.135209368
604,54.5338809034908,427976.031069582,447739.889018334,482867.655989109,525211.477594146,571352.342702679,616414.203843134,645101.232920035
604,55.5338809034908,427378.132175626,447096.496425601,482149.543999038,524413.917162986,570481.579652629,615485.461829203,644142.525589467
604,56.5338809034908,426740.659287585,446411.78649183,481386.978190047,523568.066361359,569558.290587743,614500.017510838,643124.443986461
604,57.5338809034908,426061.918126529,445683.992120331,480578.060458686,522671.86631929,568580.237734525,613455.454534692,642044.456060071
604,58.5338809034908,425340.527633408,444911.674109636,479721.246619766,521723.64334385,567545.602411328,612349.808602967,640900.502714568
604,59.5338809034908,424575.706037898,444094.020310237,478815.668875235,520722.45957551,566453.366508261,611181.979165296,639691.42879061
604,60.5338809034908,423766.760018387,443230.311189618,477860.559428951,519667.486012431,565302.63035643,609950.9933947,638416.212717689
604,61.5338809034908,422913.009862838,442319.841528881,476855.166022357,518557.910613558,564092.512724377,608655.898259281,637073.85353681
604,62.5338809034908,422013.661345313,441361.786240924,475798.60695498,517392.780254,562821.978477459,607295.574162223,635663.175586672
604,63.5338809034908,421067.821177798,440355.216574727,474689.88862159,516171.019860527,561489.859443695,605868.757485269,634182.852108531
604,64.5338809034908,420074.617462717,439299.226268056,473528.041821527,514891.58100518,560095.016442075,604374.215784259,632631.588847136
604,65.5338809034908,419033.116670036,438192.844692403,472312.028076932,513553.339967848,558636.228315834,602810.627970543,631007.998579535
604,66.5338809034908,417941.833361292,437034.523986174,471040.186498981,512154.495867417,557111.536713148,601175.876742248,629309.860093486
604,67.5338809034908,416799.084806327,435822.510118806,469710.634131552,510693.00637743,555518.720441309,599467.560766161,627534.654497556
604,68.5338809034908,415603.232965891,434555.096047032,468321.539014996,509166.884867976,553855.618946072,597683.343978273,625679.931010347
604,69.5338809034908,414290.16230232,433165.245670028,466800.660805016,507497.594373338,552036.804258811,595731.038085659,623649.181795324
604,70.5338809034908,413061.626662027,431863.926979926,465375.378610543,505932.355560898,550331.192682878,593900.823660298,621746.163784876
604,71.5338809034908,411731.059622839,430456.061925686,463835.451910129,504242.591200424,548490.150330588,591924.401977266,619690.019338808
604,72.5338809034908,410371.347700527,429017.866536629,462263.026762017,502517.616677629,546610.831377022,589906.609546922,617590.489469197
604,73.5338809034908,408990.627338961,427557.849789704,460667.275486016,500767.405881867,544704.085440702,587859.153377285,615459.82804937
604,74.5338809034908,407597.202591922,426084.69433205,459057.555311396,499002.131983457,542780.978138641,585793.973890592,613310.534022657
604,75.5338809034908,406199.284726227,424606.98446299,457443.115659416,497231.849686059,540852.445963261,583722.872961883,611154.962302081
604,76.5338809034908,404804.776181229,423132.980338077,455832.854932217,495466.23089168,538929.008764746,581657.203595303,609004.99884333
604,77.5338809034908,403419.63859773,421668.91214783,454233.482872318,493712.567186897,537018.596788555,579605.524350813,606869.604528994
604,78.5338809034908,402048.761853256,420219.888875734,452650.500086427,491976.834953848,535127.709408878,577574.849877912,604756.124333734
604,79.5338809034908,400696.95961181,418790.939079307,451089.319498893,490264.914555543,533262.741430314,575572.082463878,602671.78620408
604,80.5338809034908,399368.336639457,417386.349749786,449554.554408365,488581.816757564,531429.141842573,573603.104186396,600622.750542183
604,81.5338809034908,398064.590788655,416007.892083121,448048.108139301,486929.607140557,529629.156694993,571670.340972295,598611.559633555
604,82.5338809034908,396786.86219324,414656.754237893,446571.255852464,485309.668510352,527864.289486843,569775.417554574,596639.917101097
604,83.5338809034908,395536.255747715,413334.087378257,445125.232633639,483723.339957889,526135.996138036,567919.907425477,594709.473058379
604,84.5338809034908,394312.460577103,412039.563125319,443709.680149409,482170.228967796,524443.84921615,566103.35133511,592819.749154527
604,85.5338809034908,393112.965915408,410770.554517763,442321.765122899,480647.253829725,522784.496506737,564322.1329944,590966.961005744
604,86.5338809034908,391935.100919989,409524.267746841,440958.47518787,479151.138623648,521154.374644469,562572.407940122,589147.084967113
604,87.5338809034908,390776.203065636,408297.918123002,439616.808380083,477678.619128488,519549.93305644,560850.345239442,587356.111221065
604,88.5338809034908,389633.303962837,407088.401784849,438293.419620716,476226.058638046,517967.216026778,559151.676247951,585589.571151574
604,89.5338809034908,388503.228050584,405892.398877911,436984.731897961,474789.568840138,516401.994206005,557471.836563596,583842.685979192
604,90.5338809034908,387382.824574634,404706.615969826,435687.197337079,473365.293555964,514850.073284562,555806.299288502,582110.715799327
604,91.5338809034908,386269.536230333,403528.380136113,434397.936801847,471950.103723041,513308.049984275,554151.391282818,580389.814555583
604,92.5338809034908,385162.310214872,402356.590511125,433115.763928165,470542.709683981,511774.521652893,552505.598965112,578678.397702778
604,93.5338809034908,384058.176553233,401188.143235258,431837.335688443,469139.477895382,510245.535194844,550864.653957788,576971.994430949
604,94.5338809034908,382954.359845895,400020.138185562,430559.529028452,467737.014274168,508717.398092985,549224.568957886,575266.427982067
604,95.5338809034908,381850.23228459,398851.919198129,429281.637221505,466334.550747953,507189.274768906,547584.44164381,573560.753068914
604,96.5338809034908,380745.794284944,397683.486469176,428003.660244559,464932.087221738,505661.1651453,545944.271918859,571854.969514069
509,20.5338809034908,9485.85587519212,10576.0480963972,12939.6085188542,16811.9729376388,23105.2353835942,33084.7998738848,43122.4297502079
509,21.5338809034908,9503.1845052835,10601.4102891392,12981.2347542148,16875.0530397731,23185.1125626841,33138.6887879596,43083.1255579826
509,22.5338809034908,9520.42725009257,10626.7626040512,13022.9848135216,16938.3653807786,23265.1717825263,33192.7191295552,43045.0195775834
509,23.5338809034908,9537.70360142691,10652.2402156204,13065.0276753416,17002.1344811453,23345.7347429449,33247.4046500078,43008.8718466849
509,24.5338809034908,9555.03233126723,10677.8658798252,13107.3943844483,17066.4046647616,23426.8728839714,33302.8922942887,42974.9469342183
509,25.5338809034908,9572.35878631616,10703.5803605695,13150.015443902,17131.0894224604,23508.47774365,33359.0697315589,42943.1636865898
509,26.5338809034908,9589.54765531741,10729.23405495,13192.7099949054,17195.9567571216,23590.2407029984,33415.538084959,42913.0635165055
509,27.5338809034908,9606.46090273231,10754.6739662297,13235.2923722597,17260.7677508949,23671.8433047493,33471.8834903365,42884.1628729631
509,28.5338809034908,9622.95654676775,10779.7423142319,13277.5703554305,17325.2742445658,23752.954042972,33527.6725748983,42855.9477956863
509,29.5338809034908,9638.88073615979,10804.2676277212,13319.3341399052,17389.2043916188,23833.2085418135,33582.4246102154,42827.8388842794
509,30.5338809034908,9654.07554692171,10828.0734371099,13360.3669738088,17452.276482007,23912.2285442399,33635.6386486402,42799.2268611375
509,31.5338809034908,9668.37460326373,10850.9733342448,13400.439015226,17514.1908862445,23989.6109143415,33686.7783286845,42769.4540022408
509,32.5338809034908,9681.68993192196,10872.8684689475,13439.4277686994,17574.7874935537,24065.1432626207,33735.5745322523,42738.1985197659
509,33.5338809034908,9694.07064986258,10893.8137707162,13477.4004786487,17634.1538989841,24138.9517692123,33782.2301567601,42705.7303404729
509,34.5338809034908,9705.60583979704,10913.9092298411,13514.4803585918,17692.4509710606,24211.2620056115,33827.082257538,42672.4793852325
509,35.5338809034908,9716.39000659862,10933.2611814025,13550.7988700183,17749.8505617622,24282.3136246392,33870.4822794867,42638.8840725259
509,36.5338809034908,9726.84785386126,10952.3480311394,13586.9494779327,17807.1302577244,24353.1738089732,33913.9291484334,42606.8157969701
509,37.5338809034908,9737.76751308972,10972.0589638509,13624.0378743668,17865.7409582994,24425.8284657058,33960.1871875395,42579.7134493914
509,38.5338809034908,9749.96552398255,10993.3176409508,13663.2167276684,17927.1983501505,24502.3491655645,34012.1201132838,42561.1102820661
509,39.5338809034908,9764.27598763888,11017.0701486954,13705.6709968891,17993.0638585969,24584.8670710253,34072.6548076354,42554.5895253251
509,40.5338809034908,9781.65086070596,11044.3983885576,13752.7593691105,18065.1306080348,24675.8269323851,34145.132958028,42564.2239397973
509,41.5338809034908,9803.11269326283,11076.4672346226,13805.9493288538,18145.3387995473,24777.871149571,34233.148325203,42594.3703663306
509,42.5338809034908,9829.69904054669,11114.4620679968,13866.7398659768,18235.6745493524,24893.7014652997,34340.3546921066,42649.4301946179
509,43.5338809034908,9862.37523193782,11159.4902428172,13936.5386884074,18338.0084966292,25025.8586684807,34470.1625726169,42733.4744333739
509,44.5338809034908,9901.86188614506,11212.3855834896,14016.4174858387,18453.7732800071,25176.2828293981,34625.1367423239,42849.5023675086
509,45.5338809034908,9948.83247275132,11273.9313524631,14107.3894009987,18584.3278776482,25346.8112291344,34807.6869537411,43000.3054542382
509,46.5338809034908,10003.9943327477,11344.9520248573,14210.5237945439,18731.1087195517,25539.3846134257,35020.352312274,43188.8206218689
509,47.5338809034908,10068.3216682305,11426.5779498853,14327.278481183,18896.0681506136,25756.6447502508,35266.6188698956,43419.1362965918
509,48.5338809034908,10143.1870416609,11520.3959690087,14459.6908694944,19081.9282368018,26002.2792842739,35551.384586333,43697.0549477577
509,49.5338809034908,10230.0582588488,11628.1067603505,14609.9505501424,19291.6186945984,26280.2544986137,35879.9020489886,44028.7824521083
509,50.5338809034908,10330.4338348907,11751.4520347723,14780.3087034313,19528.1578770265,26594.6528488636,36257.554973843,44420.6521696227
509,51.5338809034908,10445.2550879941,11891.5455592836,14972.236323809,19793.5402323227,26948.1580678472,36687.7952903752,44876.6016231088
509,52.5338809034908,10575.0935273284,12049.0843151898,15186.6864426215,20089.080191426,27342.5253185062,37172.7963804735,45398.9901584846
509,53.5338809034908,10720.5813064215,12224.8377837065,15424.7088742481,20416.223879044,27779.6870879368,37714.9637274821,45990.4538380263
509,54.5338809034908,10882.4068613534,12419.6433580897,15687.4450341627,20776.5426496846,28261.7440886325,38316.9210658003,46653.8866196046
509,55.5338809034908,11061.2506151863,12634.3332656491,15976.036075637,21171.6116313873,28790.7996297637,38981.2844845943,47392.1637612012
509,56.5338809034908,11257.8454918792,12869.803865485,16291.7107979562,21603.1264480436,29369.1184848168,39710.8777725604,48208.403940379
509,57.5338809034908,11473.0071965553,13127.0507019459,16635.8307147712,22072.9634714381,29999.2086316699,40508.8417207477,49106.1003823186
509,58.5338809034908,11707.7347789148,13407.2842274157,17010.0377561854,22583.3765099585,30684.0881479367,41378.9921612533,50089.5519258147
509,59.5338809034908,11963.324288513,13712.0611627099,17416.4228579769,23137.2219811394,31427.5903386967,42326.2267306956,51164.3494554224
509,60.5338809034908,12241.2244734144,14043.1206822864,17857.3204195681,23737.6876191474,32233.9941840844,43356.0210682689,52336.759292114
509,61.5338809034908,12542.9560875236,14402.2928078288,18335.1933311232,24388.140658096,33107.81763281,44474.1478357114,53613.3806013094
509,62.5338809034908,12868.7482389513,14789.9318767346,18850.6374444758,25089.4726673246,34050.2141021139,45681.8412236468,54995.322987384
509,63.5338809034908,13217.5000286019,15204.8658268395,19402.3061636752,25839.9914144478,35058.8305575061,46975.6358776396,56478.0499738875
509,64.5338809034908,13587.9083767017,15645.6877161967,19988.5489522326,26637.5961221983,36130.7627132515,48351.3506915995,58056.1987891625
509,65.5338809034908,13978.4356305304,16110.717211063,20607.3601834354,27479.7079589422,37262.4615872823,49803.9680094531,59723.4398279855
509,66.5338809034908,14387.0354302723,16597.6829646738,21255.9702356685,28362.7230691772,38448.9932572934,51326.6506209608,61471.3047410411
509,67.5338809034908,14811.2460467587,17103.8273476118,21930.9748875361,29282.1818857313,39684.2700536244,52911.060294895,63289.5793355951
509,68.5338809034908,15248.2571764478,17625.9810105357,22628.4268301223,30232.8884681252,40961.2136887806,54547.5832056795,65166.5819506771
509,69.5338809034908,15721.5401205861,18191.3600015984,23383.3858579041,31261.7289355113,42343.2151317689,56320.2742998345,67202.3740209095
509,70.5338809034908,16153.5425408144,18710.3369750236,24080.8420653267,32215.1689809203,43622.5375101542,57953.037807316,69067.6617740756
509,71.5338809034908,16621.7959304944,19272.6480831493,24836.1454284891,33247.3208623607,45007.646491248,59722.7009103311,71092.3940425291
509,72.5338809034908,17100.6941541308,19848.7491474879,25611.4582616601,34307.7178934584,46430.2411634538,61538.4057969185,73168.1326722514
509,73.5338809034908,17590.4650100637,20438.9773597419,26407.3242783927,35397.1542486882,47891.36824489,63401.4182219206,75296.2729415063
509,74.5338809034908,18091.4004239829,21043.7478727096,27224.3928266981,36516.5683817189,49392.2684483811,65313.2561408042,77478.5053640835
509,75.5338809034908,18603.8104974572,21663.5008552453,28063.3511741726,37666.9527585561,50934.2543444164,67275.5272893435,79716.6219053495
509,76.5338809034908,19127.9958541012,22298.6695244572,28924.8834239013,38849.2988947265,52518.6359706947,69289.8306224732,82012.3989084681
509,77.5338809034908,19664.0286341674,22949.424638906,29809.338716588,40064.1513866439,54146.1180167544,71356.9618779265,84366.657930914
509,78.5338809034908,20211.8334657532,23615.7677519213,30716.8503833689,41311.7667139043,55817.0152620018,73477.2018013829,86779.6115109623
509,79.5338809034908,20771.3053493799,24297.6682418515,31647.5130536452,42592.3506798688,57531.5738948698,75650.7416199245,89251.3684757983
509,80.5338809034908,21342.3788342134,24995.1442282768,32601.4880101078,43906.2001574136,59290.1630387795,77877.9351151753,91782.2315295503
509,81.5338809034908,21925.2262590133,25708.4954065571,33579.3078747691,45254.1140730691,61093.8294758851,80160.0256322303,94373.5521471923
509,82.5338809034908,22520.084569665,26438.1015377509,34581.6157519575,46637.0433371134,62943.8242201686,82498.5207251793,97026.9896229343
509,83.5338809034908,23127.2005864565,27184.3587565026,35609.0827293256,48055.9800618324,64841.452760706,84894.9947191314,99744.2776081748
509,84.5338809034908,23746.8387692893,27947.6889713228,36662.4205483527,49511.9748262732,66788.0982511503,87351.1187311043,102527.25907243
509,85.5338809034908,24379.2870057362,28728.5470209792,37742.3914548877,51006.1502127605,68785.2396446516,89868.6839144436,105377.913126647
509,86.5338809034908,25024.8475232511,29527.4103750127,38849.795236278,52539.6836190051,70834.4284541266,92449.5706408753,108298.318417065
509,87.5338809034908,25683.8426524272,30344.7863010615,39985.4791410326,54113.8209255875,72937.3070875906,95095.7720381204,111290.680329028
509,88.5338809034908,26356.6948709958,31181.3069610918,41150.4638968535,55730.0473877533,75095.8389234457,97809.6930718472,114357.680139369
509,89.5338809034908,27043.914750707,32037.7162213055,42345.9278381559,57390.0670450097,77312.2801770591,100594.111972812,117502.427890551
509,90.5338809034908,27746.0504502102,32914.8107969551,43573.1305064955,59095.7000049306,79589.0412606896,103451.998355543,120728.248394299
509,91.5338809034908,28465.1204385571,33815.1431043235,44835.671748021,60851.9495371523,81932.8168682639,106391.876156166,124044.933746701
509,92.5338809034908,29203.4102512064,34741.6025164435,46137.6262448345,62664.4795287027,84351.1842093225,109423.382584616,127463.540473749
509,93.5338809034908,29948.5971289345,35679.6945911877,47459.972278544,64507.5731727261,86809.4756756752,112501.363842581,130931.31679399
509,94.5338809034908,30688.9019677108,36615.4937493145,48784.3266220938,66356.3075155012,89274.127639101,115582.274751992,134397.572784091
509,95.5338809034908,31421.5991131833,37545.8141641527,50106.5230883914,68205.0425558602,91737.5519422101,118656.342797841,137851.03680347
509,96.5338809034908,32146.5876066152,38470.5942332822,51426.5465563405,70053.7775962193,94199.7527052111,121723.644681711,141291.908136932
48,20.5338809034908,3322.05046526428,3431.57589427102,3626.24371371199,3861.26963613178,4118.3203945187,4370.75916285704,4532.35973393698
48,21.5338809034908,3324.22120144789,3434.62876276793,3630.72231422779,3867.21634186761,4125.54145565824,4378.88237037191,4540.87405644986
48,22.5338809034908,3326.35222235267,3437.65133274654,3635.1829835935,3873.15337519918,4132.75497070866,4386.99489449713,4549.37387411161
48,23.5338809034908,3328.42627136877,3440.62665178511,3639.60926871455,3879.06486953613,4139.94577029657,4395.08237299834,4557.84542609447
48,24.5338809034908,3330.42862629023,3443.53955782536,3643.98509535794,3884.9334889535,4147.09502413488,4403.12446623504,4566.26740904664
48,25.5338809034908,3332.31619668875,3446.34567440154,3648.2636906095,3890.70944303595,4154.14957474825,4411.06471741249,4574.5812818488
48,26.5338809034908,3334.02171645256,3448.97556140024,3652.37164957788,3896.31443666541,4161.02574170693,4418.81419733757,4582.69480023185
48,27.5338809034908,3335.47705796278,3451.35881991499,3656.23444601567,3901.66887828032,4167.63838655992,4426.28239195213,4590.51407033744
48,28.5338809034908,3336.61477230336,3453.42568346105,3659.77811473198,3906.69367319162,4173.90282810505,4433.37923756925,4597.94566062729
48,29.5338809034908,3337.3701218639,3455.10912049755,3662.93147821419,3911.31259957243,4179.73738078219,4440.01781728561,4604.89939845865
48,30.5338809034908,3337.6802658846,3456.3439924956,3665.62525649442,3915.45136107094,4185.06234548341,4446.11329145504,4611.28726189876
48,31.5338809034908,3337.48135667816,3457.06404655183,3667.78887765737,3919.03418083381,4189.7963706861,4451.57903358237,4617.01937301087
48,32.5338809034908,3336.71958760593,3457.21335831436,3669.36261736112,3921.99677246417,4193.87032014659,4456.34136523393,4622.01928071391
48,33.5338809034908,3335.35838296665,3456.75379520848,3670.30554116954,3924.29484902827,4197.23638651098,4460.34924760942,4626.23401402368
48,34.5338809034908,3333.36629781867,3455.65249514545,3670.5822392238,3925.88996712263,4199.85297091397,4463.55822357329,4629.61742879523
48,35.5338809034908,3330.71481076219,3453.87958362578,3670.16040968087,3926.74695031054,4201.68193290493,4465.92749839982,4632.12718067942
48,36.5338809034908,3327.47339854867,3451.50679562555,3669.11570390015,3926.94610746611,4202.80869679965,4467.54761490557,4633.85715424945
48,37.5338809034908,3323.81870276839,3448.71713295301,3667.64221501872,3926.69465646662,4203.45461513383,4468.65365901407,4635.05116748317
48,38.5338809034908,3319.93424827931,3445.70094957729,3665.94216688949,3926.20879767855,4203.85085015814,4469.49123738508,4635.96396334241
48,39.5338809034908,3316.00325954117,3442.6485114177,3664.21801959703,3925.70527530077,4204.22934715555,4470.30688210022,4636.85125566044
48,40.5338809034908,3312.21638412016,3439.75802345832,3662.68102365532,3925.4105479591,4204.83265630632,4471.35849099143,4637.98055534083
48,41.5338809034908,3308.76799898096,3437.23181347155,3661.54718356388,3925.55648420795,4205.90933444657,4472.91044235534,4639.62610284371
48,42.5338809034908,3305.85265748695,3435.27265586608,3661.03336149992,3926.37620006798,4207.70949335142,4475.22886300776,4642.06395957726
48,43.5338809034908,3303.61996953286,3434.0368798104,3661.30729287237,3928.05043889003,4210.42732562674,4478.52049189929,4645.50858946613
48,44.5338809034908,3302.08888761057,3433.54517675391,3662.39234917553,3930.60526925454,4214.09136027849,4482.81590623538,4649.99172506846
48,45.5338809034908,3301.24404225192,3433.78259254533,3664.27393246744,3934.02604373355,4218.68648894289,4488.09926457728,4655.4969456955
48,46.5338809034908,3301.07001559313,3434.73413255653,3666.9374051686,3938.29806456304,4224.19753695,4494.35464517349,4662.00774373762
48,47.5338809034908,3301.45742196706,3436.28700792975,3670.26368195432,3943.29441030787,4230.48892208927,4501.43799909693,4669.37470189193
48,48.5338809034908,3302.1559857513,3438.1816154102,3673.97660854771,3948.71917644244,4237.24361602065,4509.01214280424,4677.24805851065
48,49.5338809034908,3302.90373501351,3440.14584032891,3677.78616913468,3954.26113337634,4244.12786268367,4516.72197254597,4685.25945634045
48,50.5338809034908,3303.43830268654,3441.90679770455,3681.40099866144,3959.60714966005,4250.80557005254,4524.20977725367,4693.03782894667
48,51.5338809034908,3303.49496262577,3443.18877493086,3684.52617084061,3964.43980951751,4256.93575729901,4531.11253077477,4700.2065987176
48,52.5338809034908,3302.80759635744,3443.71421950057,3686.86422952975,3968.4385048213,4262.1737187898,4537.06312886118,4706.38496049176
48,53.5338809034908,3301.11065913337,3443.20576851666,3688.1173350892,3971.28172636974,4266.17347458386,4541.6929933916,4711.19058169637
48,54.5338809034908,3298.16121786452,3441.40922941308,3688.01187549942,3972.67356641779,4268.61624685268,4544.662394053,4714.27105868246
48,55.5338809034908,3293.81956651282,3438.17775938008,3686.38877175835,3972.44107854321,4269.31513192462,4545.77191869329,4715.41955268322
48,56.5338809034908,3287.97833228129,3433.39802366591,3683.12453329084,3970.44939749224,4268.12399689958,4544.86551611781,4714.47421226612
48,57.5338809034908,3280.53306184345,3426.95952299912,3678.09841594222,3966.56638786802,4264.8995120997,4541.79007995041,4711.27624835323
48,58.5338809034908,3271.407900993,3418.78142539248,3671.2212302628,3960.6937219229,4259.53457332769,4536.43104302776,4705.70685593185
48,59.5338809034908,3260.58079829749,3408.83896488073,3662.46377490451,3952.79762591464,4251.99141235877,4528.74765626676,4697.7238078739
48,60.5338809034908,3248.03871679713,3397.11670816769,3651.80675666624,3942.854939076,4242.24364304993,4518.71129212434,4687.29745887007
48,61.5338809034908,3233.78165569442,3383.61277851975,3639.24535689904,3930.85806618106,4230.28160443329,4506.31114177016,4674.41665534096
48,62.5338809034908,3218.00323630499,3368.52791213671,3624.99271482777,3917.03488090812,4216.34908319601,4491.80640701026,4659.35033219311
48,63.5338809034908,3201.06735261748,3352.24143928384,3609.4546642008,3901.82189161619,4200.9147067993,4475.69592289388,4642.61599578207
48,64.5338809034908,3183.33830908777,3335.13372632568,3593.03899762844,3885.65840568039,4184.45053537369,4458.48233857317,4624.73510442926
48,65.5338809034908,3165.14504508869,3317.54870517869,3576.11510713867,3868.94288284197,4167.3850529565,4440.62202389699,4606.18110442704
48,66.5338809034908,3146.62370329561,3299.6287305671,3558.83578515633,3851.83999209108,4149.89524576068,4422.30347815443,4587.14957713702
48,67.5338809034908,3127.83293155421,3281.43510524998,3541.2666903781,3834.42031986087,4132.05687309258,4403.60737804968,4567.72425928404
48,68.5338809034908,3108.82996596683,3263.02775759267,3523.47213954607,3816.75311033621,4113.9443154788,4384.61295598634,4547.98738834469
48,69.5338809034908,3088.76953797757,3243.51902106679,3504.4928439524,3797.79862567241,4094.43667756183,4364.12575526931,4526.70026028697
48,70.5338809034908,3070.41673721078,3225.81251425967,3487.46563250084,3780.95544619625,4077.19707309055,4346.04928725986,4507.911256892
48,71.5338809034908,3051.12218130761,3207.12633740797,3469.38505630374,3762.96701755734,4058.7152939989,4326.64303584805,4487.74115710007
48,72.5338809034908,3031.84369138011,3188.46657265847,3451.33822520155,3745.01125248569,4040.26099178402,4307.2600309935,4467.59323941988
48,73.5338809034908,3012.62285358819,3169.87727616418,3433.37302740308,3727.14013402732,4021.89025199027,4287.96010890628,4447.5296074683
