ROI,Age_At_Visit,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
701,38.5338809034908,1059288.5315074,1094518.61651414,1162977.56166661,1256674.63090755,1357499.54598573,1441437.35842653,1488605.73233949
701,39.5338809034908,1057018.36887778,1092268.86774439,1160672.8847113,1254133.91287423,1354718.00866087,1438628.06371696,1485863.56079378
701,40.5338809034908,1054773.43509612,1090054.71046575,1158412.07419692,1251627.6278753,1351959.66918319,1435850.85172257,1483167.45551123
701,41.5338809034908,1052558.13390039,1087881.04246257,1156200.54953084,1249161.11409985,1349229.73029624,1433111.51304159,1480523.89828692
701,42.5338809034908,1050376.86077015,1085752.76938171,1154043.74561035,1246739.69587522,1346533.34768245,1430415.79671733,1477939.35205392
701,43.5338809034908,1048232.89213072,1083673.6280182,1151945.84283821,1244367.34789954,1343874.22623847,1427767.89505874,1475418.657049
701,44.5338809034908,1046126.28581493,1081643.95788166,1149907.35990062,1242044.1697506,1341251.97301339,1425167.58341581,1472961.99685149
701,45.5338809034908,1044056.2611642,1079663.2237821,1147927.87431119,1239769.24261912,1338665.09430868,1422613.4521336,1470568.3209059
701,46.5338809034908,1042022.03019733,1077730.89488034,1146006.96857351,1237541.62460873,1336112.04194336,1420104.03242064,1468236.53443987
701,47.5338809034908,1040019.70386846,1075842.9855072,1144140.38470795,1235356.54261869,1333587.47187142,1417633.61268332,1465960.82288925
701,48.5338809034908,1038040.77692068,1073990.34739111,1142318.11846261,1233203.5256544,1331080.43421474,1415190.20321409,1463728.35556828
701,49.5338809034908,1036076.43730548,1072163.47740119,1140529.75666807,1231071.70603909,1328579.60001597,1412761.3698756,1461525.78833352
701,50.5338809034908,1034117.78566763,1070352.62152669,1138764.50963197,1228950.02098608,1326073.65770022,1410334.55899685,1459339.43281397
701,51.5338809034908,1032153.91298372,1068544.00427218,1137006.07243336,1226824.06903158,1323550.5022812,1407894.84141153,1457150.51056163
701,52.5338809034908,1030172.54796222,1066721.04877325,1135234.29103879,1224677.21546836,1320997.68284414,1405425.84729488,1454936.85466618
701,53.5338809034908,1028161.44526493,1064867.07814963,1133428.85161891,1222492.89791331,1318403.08827419,1402911.50634539,1452676.41738658
701,54.5338809034908,1026109.00197041,1062965.8678636,1131569.82103871,1220255.33144114,1315755.83853079,1400336.93854485,1450348.07546586
701,55.5338809034908,1024006.47551272,1061003.52383168,1129639.39002365,1217951.96429085,1313049.55184021,1397691.61573329,1447934.3344592
701,56.5338809034908,1021845.96697334,1058966.77916292,1127620.30843505,1215571.27252921,1310279.41047273,1394966.54736908,1445418.93577707
701,57.5338809034908,1019619.60428712,1056842.3342968,1125495.29790106,1213101.86457524,1307440.91497045,1392153.09657036,1442785.88276733
701,58.5338809034908,1017322.22574687,1054620.11955231,1123250.8157669,1210535.85851425,1304532.79553454,1389246.43667328,1440023.67768887
701,59.5338809034908,1014954.04199579,1052296.54895361,1120880.8087103,1207872.21550953,1301559.84154054,1386248.91830869,1437129.48769802
701,60.5338809034908,1012515.90855038,1049868.87019501,1118380.21223891,1205110.73273959,1298527.50594605,1383163.7235159,1434101.55007452
701,61.5338809034908,1010008.91440166,1047334.79200936,1115744.56870635,1202251.53025726,1295441.2466963,1379994.17975676,1430938.53462592
701,62.5338809034908,1007438.04298232,1044698.63095445,1112978.00112772,1199300.36373227,1292308.72207459,1376747.85839025,1427647.00458217
701,63.5338809034908,1004811.77627402,1041970.66729039,1110092.37064819,1196268.0146108,1289139.45079396,1373436.0173257,1424240.53375243
701,64.5338809034908,1002138.72228924,1039161.49748858,1107099.94123331,1193165.36135723,1285942.70188386,1370069.72224122,1420732.75573533
701,65.5338809034908,999426.976542713,1036281.50832617,1104012.91211997,1190002.69980435,1282726.57009489,1366658.97724569,1417136.65032899
701,66.5338809034908,996681.344018639,1033339.27096641,1100842.50807402,1186787.02116497,1279493.15850299,1363208.58573298,1413462.00093053
701,67.5338809034908,993905.284467409,1030342.58450173,1097599.51262051,1183523.96090763,1276242.15263459,1359721.2455896,1409717.27853328
701,68.5338809034908,991102.209042981,1027299.16303776,1094294.61112292,1180219.10148896,1272973.2263604,1356199.63408544,1405910.90549807
701,69.5338809034908,988234.344857533,1024166.12773009,1090879.67430165,1176825.45127136,1269641.07697464,1352592.41454014,1401984.46982384
701,70.5338809034908,985433.528648301,1021106.99801054,1087545.61895017,1173511.95118044,1266387.99044613,1349071.88950907,1398153.45335626
701,71.5338809034908,982580.426678671,1017978.38239549,1084127.31721573,1170127.39974122,1263079.99980276,1345479.96545323,1394226.86603479
701,72.5338809034908,979723.161721191,1014841.30972803,1080696.74169818,1166734.0919934,1259767.73369103,1341879.20173004,1390284.86296101
701,73.5338809034908,976867.008219987,1011704.55400362,1077265.32793762,1163339.83170523,1256454.71028478,1338275.93444805,1386338.55836088
701,74.5338809034908,974016.151200631,1008575.65370804,1073843.16071278,1159951.16493444,1253143.29054321,1334675.23249551,1382397.6235917
701,75.5338809034908,971174.631210294,1005461.87874966,1070439.99210043,1156574.49385595,1249835.89761984,1331082.18189478,1378471.60056029
701,76.5338809034908,968346.176674096,1002369.90365822,1067064.78973056,1153215.7901426,1246534.9271439,1327501.66053461,1374569.45551022
701,77.5338809034908,965532.29503811,999302.571711311,1063721.47210278,1149877.66531281,1243241.40762196,1323935.88834114,1370695.29565937
701,78.5338809034908,962733.309047945,996260.686908142,1060411.26427925,1146560.92174155,1239955.60488109,1320385.62445419,1366850.59548123
701,79.5338809034908,959949.530388047,993245.01933249,1057135.33734072,1143266.33457353,1236677.78803688,1316851.61012809,1363036.78207495
701,80.5338809034908,957181.210120537,990255.920977263,1053894.18285833,1139994.41737334,1233408.45751203,1313334.54085928,1359254.74396289
701,81.5338809034908,954428.379857259,987292.269883905,1050685.90663901,1136744.75601869,1230148.91093947,1309834.94027017,1355503.45926568
701,82.5338809034908,951691.032874974,984352.659351954,1047508.14098148,1133516.73030619,1226900.56260959,1306353.24038475,1351781.4644211
701,83.5338809034908,948969.168210546,981435.736280459,1044358.59632113,1130309.72188791,1223664.74534349,1302889.80980018,1348087.28938571
701,84.5338809034908,946262.429850638,978540.078447297,1041235.09631341,1127122.82380923,1220442.03718546,1299444.44431811,1344419.27992575
701,85.5338809034908,943569.89940338,975664.116311585,1038135.58639508,1123954.67503229,1217231.8897073,1296016.0867961,1340775.4996164
701,86.5338809034908,940890.622676613,972806.296052488,1035058.05954266,1120803.88884243,1214033.64513603,1292603.60091471,1337154.00048883
701,87.5338809034908,938223.653939256,969965.083701761,1032000.533972,1117669.08462254,1210846.63150265,1289205.8391923,1333552.83555037
701,88.5338809034908,935567.987860929,967138.837604607,1028960.88009106,1114548.77571298,1207670.12329132,1285821.55432218,1329969.88716629
701,89.5338809034908,932922.580738879,964325.848359524,1025936.87504734,1111441.40492481,1204503.35428709,1282449.42788009,1326402.92163981
701,90.5338809034908,930286.399993711,961524.432142296,1022926.33012758,1108345.42771255,1201345.54777264,1279088.13770092,1322849.71778836
701,91.5338809034908,927658.966316705,958733.532067085,1019927.75888895,1105259.98591443,1198196.59175854,1275737.11251877,1319308.90503792
701,92.5338809034908,925040.402463615,955952.978226793,1016940.79157479,1102185.08028225,1195056.92286704,1272396.58154299,1315780.30936204
701,93.5338809034908,922426.670532918,953178.570125139,1013960.9367945,1099115.85689327,1191921.29036233,1269060.92609476,1312258.08571804
701,94.5338809034908,919813.909174472,950406.307250928,1010983.92745092,1096047.68219512,1188784.65727265,1265724.7688713,1308736.66269009
701,95.5338809034908,917201.244181803,947635.271383908,1008008.77903621,1092979.50762666,1185645.90343424,1262386.90746315,1305214.77941361
701,96.5338809034908,914588.674995124,944865.445893458,1005035.46720362,1089911.33305819,1182505.05404977,1259047.36035791,1301692.43576281
601,20.5338809034908,650873.62292084,663943.614260195,692651.448564417,737374.894481139,785624.10818957,820816.523006793,838111.484285306
601,21.5338809034908,646667.081495808,659982.964558266,689034.713944104,734015.654658638,782490.846570279,818012.833379774,835578.770400805
601,22.5338809034908,642468.575702104,656036.558238693,685437.261308094,730668.528331676,779359.317964921,815210.996251166,833051.49782791
601,23.5338809034908,638284.931959183,652110.500801089,681865.134072164,727341.543825856,776239.827332091,812421.251324162,830538.779357212
601,24.5338809034908,634119.87598832,648208.222795254,678320.62358214,724034.54430173,773129.40538178,809638.726688929,828034.900033086
601,25.5338809034908,629973.833643616,644329.721477786,674802.785082274,720745.168179645,770024.106140754,806858.007498123,825533.526637666
601,26.5338809034908,625843.83726312,640471.554979639,671307.23901923,717467.81697181,766917.009814762,804070.79690927,823025.432044586
601,27.5338809034908,621727.267746182,636630.585846866,667829.863082617,714197.183016578,763801.542501369,801269.116193062,820501.661522459
601,28.5338809034908,617620.138201837,632802.233336852,664364.952323197,710926.23241266,760669.266833444,798442.983016762,817951.171796161
601,29.5338809034908,613513.122731569,628976.442305994,660901.004183789,707641.627570354,757504.915913442,795575.227539245,815355.575328794
601,30.5338809034908,609394.603008003,625140.746066079,657423.851750222,704327.015379124,754289.848663042,792645.033781631,812692.702212016
601,31.5338809034908,605252.692986865,621282.388146611,653919.070377013,700965.984336288,751005.621717462,789631.906454567,809940.728985311
601,32.5338809034908,601085.946219044,617398.619062769,650381.218126631,697549.400839233,747639.142883183,786519.252675713,807081.011126468
601,33.5338809034908,596910.732488358,613503.772301357,646820.182012807,694080.509881972,744186.384774261,783297.086436781,804100.289764503
601,34.5338809034908,592748.808649802,609617.228283402,643250.213984967,690565.996600058,740645.818437183,779957.166775066,800986.631443611
601,35.5338809034908,588621.778329185,605758.159356566,639685.397179456,687012.73767644,737016.640028143,776492.309358555,797729.272390786
601,36.5338809034908,584561.829812213,601958.444693863,636157.175049481,683452.307141533,733330.940178676,772934.569934173,794359.995977725
601,37.5338809034908,580611.45299949,598262.825478676,632715.262899369,679942.719709493,729656.233179321,769358.50744045,790956.866539856
601,38.5338809034908,576812.287008549,594715.545487416,629409.47032849,676542.715596073,726061.361205934,765840.611513159,787600.285037747
601,39.5338809034908,573203.433449963,591358.471462034,626287.404049827,673308.814207153,722612.825768328,762455.065442893,784368.44791816
601,40.5338809034908,569816.031800144,588225.652449209,623389.051195325,670290.0208953,719369.641548691,759268.659521597,781332.261250774
601,41.5338809034908,566676.54196855,585346.628061124,620750.092819619,667531.069398482,716386.479144422,756343.881447575,778558.415653638
601,42.5338809034908,563810.643016818,582750.37765255,618405.896292002,665076.382515089,713717.572584083,753742.8217319,776113.308480475
601,43.5338809034908,561238.319074592,580459.33378092,616383.568837518,662959.658856944,711403.666512661,751511.746118724,774046.197162669
601,44.5338809034908,558964.793520138,578478.126900965,614686.826731529,661184.08968339,709447.321114713,749651.875329661,772357.228669695
601,45.5338809034908,556991.973925477,576807.149225323,613313.566694933,659745.227814556,707841.538511499,748153.054776543,771034.051214805
601,46.5338809034908,555322.202371776,575447.123133569,612261.946926381,658638.996531522,706579.846042915,747005.696142211,770064.859354393
601,47.5338809034908,553938.030670405,574378.251529394,611508.14400844,657837.258411938,705629.590339536,746172.525850446,769409.426756772
601,48.5338809034908,552792.328103629,573549.971407913,610995.362257288,657275.730404782,704918.744766305,745574.625944025,768984.782361913
601,49.5338809034908,551836.436328898,572909.876127222,610664.555195634,656887.638392468,704372.633309401,745130.207776375,768704.912932985
601,50.5338809034908,551020.951398539,572404.688574921,610455.87018885,656605.944219175,703916.978128988,744758.216725978,768484.626988652
601,51.5338809034908,550277.540953483,571963.558917668,610295.551619466,656356.214613569,703477.010568344,744381.627854136,768244.759427343
601,52.5338809034908,549524.567952266,571503.354455512,610100.236605639,656058.958023653,702977.613576946,743926.144167376,767910.234400515
601,53.5338809034908,548679.994685799,570940.581606952,609786.379842344,655634.734470714,702343.844216835,743317.671165609,767406.167503505
601,54.5338809034908,547664.331188969,570194.758773468,609274.509417587,655009.685231113,701507.771515384,742490.102437134,766666.121790649
601,55.5338809034908,546410.356180613,569199.822785283,608504.177755153,654135.646940258,700433.861234177,741414.471578923,765663.110450429
601,56.5338809034908,544854.306600426,567894.010176441,607420.887239907,652972.451974757,699096.434645235,740072.992343641,764381.983285793
601,57.5338809034908,542932.49676688,566215.884534805,605970.813252194,651480.685797042,697470.394344759,738448.322216067,762807.97076294
601,58.5338809034908,540603.184212369,564124.840463106,604118.716892803,649636.239750006,695542.354745402,736531.933490563,760933.542936813
601,59.5338809034908,537868.49274464,561621.522578041,601865.614457601,647444.588737001,693321.554667161,734332.324375709,758765.147632935
601,60.5338809034908,534736.091110538,558711.770455241,599217.136837119,644915.125597319,690820.379631743,731860.465074373,756311.349256177
601,61.5338809034908,531217.326571756,555404.991457398,596182.24325933,642060.180336469,688053.696988523,729129.5132314,753582.825806387
601,62.5338809034908,527387.68063709,551773.101866629,592827.412457072,638940.319623011,685075.254274699,726186.456228743,750622.50057506
601,63.5338809034908,523380.20984065,547943.928244945,589270.181622484,635658.44019191,681972.543396541,723107.565935875,747501.284321996
601,64.5338809034908,519329.597756558,544046.547085528,585628.628024376,632317.125197374,678832.178559099,719968.229416305,744289.419492951
601,65.5338809034908,515361.975225857,540201.080750222,582011.01771275,629007.926694517,675728.842964738,716831.811854439,741045.362278437
601,66.5338809034908,511551.002554503,536474.279465721,578469.660662965,625761.842180595,672672.445140994,713695.167713716,737760.81843241
601,67.5338809034908,507950.091498566,532912.201524402,575034.906397406,622585.66713803,669646.874396246,710528.76722109,734401.336457438
601,68.5338809034908,504613.25971494,529561.43527924,571737.377815775,619485.994710859,666635.786628297,707303.503980485,730933.467218509
601,69.5338809034908,501655.169953018,526495.227240988,568602.079780742,616467.043718347,663624.067718938,703961.807971823,727264.714893765
601,70.5338809034908,498844.657908577,523595.292017025,565624.341790813,613530.499267496,660620.625240997,700622.773039938,723620.198411906
601,71.5338809034908,496398.102906693,520972.118484979,562808.207513653,610674.097496187,657618.194305829,697181.564763974,719800.754632868
601,72.5338809034908,494227.216781291,518578.574586337,560148.869952067,607897.714724141,654622.230135483,693686.054373995,715894.000682149
601,73.5338809034908,492329.032388662,516413.188465264,557646.047356326,605200.135182514,651631.652784583,690138.720952735,711905.757515848
601,74.5338809034908,490711.823305438,514482.261335527,555302.458950183,602579.486167785,648641.240884284,686533.566729233,707830.290830513
601,75.5338809034908,489383.125357271,512791.550928302,553120.552493883,600033.900132393,645646.076193149,682865.129978816,703662.505513939
601,76.5338809034908,488346.002336984,511343.241877908,551100.570310809,597560.68937258,642641.738775463,679129.553027756,699399.521800592
601,77.5338809034908,487576.4909324,510116.780321363,549227.058991236,595149.23978035,639623.127956313,675327.993695086,695046.565785572
601,78.5338809034908,487036.2040426,509079.501476156,547476.243448586,592784.807212618,636584.772719726,671463.946393611,690612.567964979
601,79.5338809034908,486686.534799017,508198.637641128,545824.396418893,590452.84314817,633521.335520916,667540.668501098,686105.887841599
601,80.5338809034908,486489.339185242,507442.564601626,544249.906274239,588141.776485913,630431.075126046,663565.38006123,681539.003001976
601,81.5338809034908,486408.09446173,506783.548621493,542738.373402599,585850.244365947,627325.076317938,659560.479089708,676940.981870432
601,82.5338809034908,486408.208598333,506195.806212295,541277.460900103,583579.191556363,624216.770029471,655550.371181554,672342.574415444
