ROI,Age,centile_5,centile_10,centile_25,centile_50,centile_75,centile_90,centile_95
MUSE_ICV,61.5338809034908,1180246.40806019,1221595.23761211,1299642.08625484,1402554.85674947,1514157.40794554,1612218.46846706,1669809.91749192
MUSE_ICV,62.5338809034908,1179395.38396771,1220876.06235833,1299082.04228316,1402033.79833192,1513573.75061897,1611580.76019754,1669144.38363912
MUSE_ICV,63.5338809034908,1178544.54498639,1220157.78143652,1298523.51878901,1401514.27811989,1512991.59767423,1610944.68462181,1668480.57176671
MUSE_ICV,64.5338809034908,1177694.20465574,1219440.7239849,1297966.86707617,1400996.67192242,1512411.35163122,1610310.66768412,1667818.92162639
MUSE_ICV,65.5338809034908,1176844.64863351,1218725.19060194,1297412.4084845,1400481.32349412,1511833.38062244,1609679.09896161,1667159.83547433
MUSE_ICV,66.5338809034908,1175995.98462961,1218011.29860057,1296860.27075259,1399968.36907809,1511257.83025523,1609050.13270293,1666503.47289687
MUSE_ICV,67.5338809034908,1175148.24851306,1217299.09132693,1296310.50349154,1399457.86116578,1510684.75632335,1608423.82817605,1665849.89553563
MUSE_ICV,68.5338809034908,1174301.47576375,1216588.6118114,1295763.15602909,1398949.85194716,1510114.21429262,1607800.24430297,1665199.16467666
MUSE_ICV,69.5338809034908,1173482.67771045,1215907.86553408,1295248.07813818,1398476.57313243,1509581.00479277,1607216.4604454,1664589.70856334
MUSE_ICV,70.5338809034908,1172610.94908113,1215172.99675368,1294675.90948155,1397941.53426858,1508980.94855319,1606561.4792235,1663906.49511028
MUSE_ICV,71.5338809034908,1171767.25076202,1214467.93397021,1294136.09936244,1397441.32547934,1508418.33671702,1605946.42176062,1663264.68775899
MUSE_ICV,72.5338809034908,1170924.63033498,1213764.74714978,1293598.88839611,1396943.81427402,1507858.47791766,1605334.32792791,1662625.98399901
MUSE_ICV,73.5338809034908,1170083.06177571,1213063.41678816,1293064.26108502,1396448.98504361,1507301.35665396,1604725.18274206,1661990.36939925
MUSE_ICV,74.5338809034908,1169242.45801956,1212363.85968635,1292532.13321451,1395956.74696304,1506746.87516217,1604118.88260351,1661357.73710501
MUSE_ICV,75.5338809034908,1168402.72857626,1211665.98909373,1292002.4167083,1395467.00495168,1506194.93102326,1603515.31889688,1660727.97502792
MUSE_ICV,76.5338809034908,1167563.77614013,1210969.71121919,1291475.01596515,1394979.65580456,1505645.41308566,1602914.37372993,1660100.96147613
MUSE_ICV,77.5338809034908,1166725.43910519,1210274.86560513,1290949.76434778,1394494.51984325,1505098.12798512,1602315.84185755,1659476.48433562
MUSE_ICV,78.5338809034908,1165887.52128818,1209581.25591213,1290426.45691801,1394011.3761256,1504552.83800407,1601719.47091142,1658854.28271291
MUSE_ICV,79.5338809034908,1165049.82659624,1208888.68585948,1289904.88869584,1393530.00361171,1504009.30533069,1601125.00842804,1658234.09561503
MUSE_ICV,80.5338809034908,1164212.164775,1208196.96537156,1289384.86157985,1393050.18914238,1503467.30120094,1600532.21200563,1657615.67269846
MUSE_ICV,81.5338809034908,1163374.36574615,1207505.92595547,1288866.20174113,1392571.74757897,1502926.62904856,1599940.87507525,1656998.80156695
MUSE_ICV,82.5338809034908,1162536.26425511,1206815.40427867,1288348.74110334,1392094.50038516,1502387.09987723,1599350.79946904,1656383.2787039
MUSE_ICV,83.5338809034908,1161697.69563204,1206125.23761922,1287832.31218397,1391618.26962902,1501848.52533522,1598761.78768569,1655768.90126602
MUSE_ICV,84.5338809034908,1160858.51458454,1205435.28327301,1287316.76861906,1391142.89990707,1501310.74111021,1598173.66757262,1655155.49252068
MUSE_ICV,85.5338809034908,1160018.60612842,1204745.42985494,1286801.99713047,1390668.27113292,1500773.62057461,1597586.30672259,1654542.91668432
MUSE_ICV,86.5338809034908,1159177.85806083,1204055.56888489,1286287.88748955,1390194.26645841,1500237.04055421,1596999.57635965,1653931.04170445
MUSE_ICV,87.5338809034908,1158336.15999943,1203365.59378329,1285774.33143254,1389720.77108938,1499700.8800366,1596413.34994871,1653319.73780928
MUSE_ICV,88.5338809034908,1157493.4243905,1202675.42139998,1285261.24514287,1389247.69597502,1499165.04510041,1595827.52914896,1652708.90403508
MUSE_ICV,89.5338809034908,1156649.58009721,1201984.98545264,1284748.56240903,1388774.97060228,1498629.4613332,1595242.03592349,1652098.46016462
MUSE_ICV,90.5338809034908,1155804.55623732,1201294.21995596,1284236.2173233,1388302.52480527,1498094.05472899,1594656.79265228,1651488.32638544
MUSE_ICV,91.5338809034908,1154958.29056541,1200603.0637281,1283724.14896913,1387830.30644151,1497558.78371801,1594071.75552075,1650878.45238723
MUSE_ICV,92.5338809034908,1154110.75337139,1199911.48827878,1283212.33079171,1387358.30229851,1497023.6504667,1593486.92641446,1650268.83373404
MUSE_ICV,93.5338809034908,1153261.91227972,1199219.50515615,1282700.77892938,1386886.41344112,1496488.42953342,1592902.07091821,1649659.27689875
MUSE_ICV,94.5338809034908,1152411.737163,1198527.12771399,1282189.51142516,1386414.54586035,1495952.90466313,1592316.96496407,1649049.59788864
MUSE_ICV,95.5338809034908,1151560.21430374,1197834.35849675,1281678.53444162,1385942.67828221,1495417.02624935,1591731.55789071,1648439.75574638
MUSE_ICV,96.5338809034908,1150707.33467105,1197141.19672625,1281167.85050012,1385470.81070407,1494880.7935076,1591145.84973634,1647829.75123537
MUSE_TBR,20.5338809034908,1101321.04375601,1136973.11187324,1207012.11422486,1304119.22071823,1408286.70085908,1493343.4572494,1540363.75120637
MUSE_TBR,21.5338809034908,1098954.20491034,1134572.13933771,1204515.28964143,1301444.41981485,1405440.1407405,1490426.71891915,1537440.92670354
MUSE_TBR,22.5338809034908,1096590.92531758,1132174.79588005,1202022.18806006,1298773.3362986,1402597.2209731,1487513.65524453,1534521.87062967
MUSE_TBR,23.5338809034908,1094233.00478634,1129783.02048939,1199534.92927229,1296108.18361482,1399760.24969404,1484606.78880328,1531609.29199249
MUSE_TBR,24.5338809034908,1091880.07910209,1127396.51296449,1197053.24221967,1293448.56671376,1396928.69106811,1481705.61012505,1528702.76611079
MUSE_TBR,25.5338809034908,1089531.90305468,1125015.12015281,1194577.02919613,1290794.25111239,1394102.15395877,1478809.78432152,1525802.08068707
MUSE_TBR,26.5338809034908,1087187.98993697,1122638.46150742,1192105.96497708,1288144.72683097,1391279.91781763,1475918.64425999,1522906.71015268
MUSE_TBR,27.5338809034908,1084847.85697841,1120266.1545228,1189639.71836095,1285499.48461249,1388461.27026906,1473031.52663867,1520016.12539783
MUSE_TBR,28.5338809034908,1082510.98413322,1117897.81911869,1187177.98716997,1282857.99306508,1385645.41762981,1470147.71447457,1517129.79669775
MUSE_TBR,29.5338809034908,1080176.70394681,1115533.06268996,1184720.54624032,1280219.62240777,1382831.26556472,1467266.28317004,1514247.16631031
MUSE_TBR,30.5338809034908,1077844.28994325,1113171.51654087,1182267.2506971,1277583.71832006,1380017.57364995,1464386.22083062,1511367.70049416
MUSE_TBR,31.5338809034908,1075512.97882241,1110812.74248197,1179817.86152391,1274949.56367798,1377203.07445227,1461506.46178418,1508490.76978212
MUSE_TBR,32.5338809034908,1073182.51607601,1108457.06097571,1177373.09635727,1272317.17120647,1374386.96314851,1458626.61749814,1505616.75566263
MUSE_TBR,33.5338809034908,1070853.52106356,1106106.09322616,1174935.31214024,1269687.80588541,1371569.23101332,1455747.46259571,1502747.77361283
MUSE_TBR,34.5338809034908,1068526.85824238,1103761.83075307,1172507.33501041,1267063.08265271,1368750.07750905,1452870.08653319,1499886.42493351
MUSE_TBR,35.5338809034908,1066203.41056498,1101426.26535288,1170091.97903244,1264444.62147362,1365929.72502992,1449995.58799098,1497035.3004133
MUSE_TBR,36.5338809034908,1063885.9597589,1099103.26030664,1167693.98810818,1261836.23874318,1363110.88589549,1447127.63684416,1494199.53023804
MUSE_TBR,37.5338809034908,1061579.34980319,1096798.70837674,1165320.19662456,1259244.13514818,1360298.9810863,1444272.69765626,1491386.99996068
MUSE_TBR,38.5338809034908,1059288.5315074,1094518.61651414,1162977.56166661,1256674.63090755,1357499.54598573,1441437.35842653,1488605.73233949
MUSE_TBR,39.5338809034908,1057018.36887778,1092268.86774439,1160672.8847113,1254133.91287423,1354718.00866087,1438628.06371696,1485863.56079378
MUSE_TBR,40.5338809034908,1054773.43509612,1090054.71046575,1158412.07419692,1251627.6278753,1351959.66918319,1435850.85172257,1483167.45551123
MUSE_TBR,41.5338809034908,1052558.13390039,1087881.04246257,1156200.54953084,1249161.11409985,1349229.73029624,1433111.51304159,1480523.89828692
MUSE_TBR,42.5338809034908,1050376.86077015,1085752.76938171,1154043.74561035,1246739.69587522,1346533.34768245,1430415.79671733,1477939.35205392
MUSE_TBR,43.5338809034908,1048232.89213072,1083673.6280182,1151945.84283821,1244367.34789954,1343874.22623847,1427767.89505874,1475418.657049
MUSE_TBR,44.5338809034908,1046126.28581493,1081643.95788166,1149907.35990062,1242044.1697506,1341251.97301339,1425167.58341581,1472961.99685149
MUSE_TBR,45.5338809034908,1044056.2611642,1079663.2237821,1147927.87431119,1239769.24261912,1338665.09430868,1422613.4521336,1470568.3209059
MUSE_TBR,46.5338809034908,1042022.03019733,1077730.89488034,1146006.96857351,1237541.62460873,1336112.04194336,1420104.03242064,1468236.53443987
MUSE_TBR,47.5338809034908,1040019.70386846,1075842.9855072,1144140.38470795,1235356.54261869,1333587.47187142,1417633.61268332,1465960.82288925
MUSE_TBR,48.5338809034908,1038040.77692068,1073990.34739111,1142318.11846261,1233203.5256544,1331080.43421474,1415190.20321409,1463728.35556828
MUSE_TBR,49.5338809034908,1036076.43730548,1072163.47740119,1140529.75666807,1231071.70603909,1328579.60001597,1412761.3698756,1461525.78833352
MUSE_TBR,50.5338809034908,1034117.78566763,1070352.62152669,1138764.50963197,1228950.02098608,1326073.65770022,1410334.55899685,1459339.43281397
MUSE_TBR,51.5338809034908,1032153.91298372,1068544.00427218,1137006.07243336,1226824.06903158,1323550.5022812,1407894.84141153,1457150.51056163
MUSE_TBR,52.5338809034908,1030172.54796222,1066721.04877325,1135234.29103879,1224677.21546836,1320997.68284414,1405425.84729488,1454936.85466618
MUSE_TBR,53.5338809034908,1028161.44526493,1064867.07814963,1133428.85161891,1222492.89791331,1318403.08827419,1402911.50634539,1452676.41738658
MUSE_TBR,54.5338809034908,1026109.00197041,1062965.8678636,1131569.82103871,1220255.33144114,1315755.83853079,1400336.93854485,1450348.07546586
MUSE_TBR,55.5338809034908,1024006.47551272,1061003.52383168,1129639.39002365,1217951.96429085,1313049.55184021,1397691.61573329,1447934.3344592
MUSE_TBR,56.5338809034908,1021845.96697334,1058966.77916292,1127620.30843505,1215571.27252921,1310279.41047273,1394966.54736908,1445418.93577707
MUSE_TBR,57.5338809034908,1019619.60428712,1056842.3342968,1125495.29790106,1213101.86457524,1307440.91497045,1392153.09657036,1442785.88276733
MUSE_TBR,58.5338809034908,1017322.22574687,1054620.11955231,1123250.8157669,1210535.85851425,1304532.79553454,1389246.43667328,1440023.67768887
MUSE_TBR,59.5338809034908,1014954.04199579,1052296.54895361,1120880.8087103,1207872.21550953,1301559.84154054,1386248.91830869,1437129.48769802
MUSE_TBR,60.5338809034908,1012515.90855038,1049868.87019501,1118380.21223891,1205110.73273959,1298527.50594605,1383163.7235159,1434101.55007452
MUSE_TBR,61.5338809034908,1010008.91440166,1047334.79200936,1115744.56870635,1202251.53025726,1295441.2466963,1379994.17975676,1430938.53462592
MUSE_TBR,62.5338809034908,1007438.04298232,1044698.63095445,1112978.00112772,1199300.36373227,1292308.72207459,1376747.85839025,1427647.00458217
MUSE_TBR,63.5338809034908,1004811.77627402,1041970.66729039,1110092.37064819,1196268.0146108,1289139.45079396,1373436.0173257,1424240.53375243
MUSE_TBR,64.5338809034908,1002138.72228924,1039161.49748858,1107099.94123331,1193165.36135723,1285942.70188386,1370069.72224122,1420732.75573533
MUSE_TBR,65.5338809034908,999426.976542713,1036281.50832617,1104012.91211997,1190002.69980435,1282726.57009489,1366658.97724569,1417136.65032899
MUSE_TBR,66.5338809034908,996681.344018639,1033339.27096641,1100842.50807402,1186787.02116497,1279493.15850299,1363208.58573298,1413462.00093053
MUSE_TBR,67.5338809034908,993905.284467409,1030342.58450173,1097599.51262051,1183523.96090763,1276242.15263459,1359721.2455896,1409717.27853328
MUSE_TBR,68.5338809034908,991102.209042981,1027299.16303776,1094294.61112292,1180219.10148896,1272973.2263604,1356199.63408544,1405910.90549807
MUSE_TBR,69.5338809034908,988234.344857533,1024166.12773009,1090879.67430165,1176825.45127136,1269641.07697464,1352592.41454014,1401984.46982384
MUSE_TBR,70.5338809034908,985433.528648301,1021106.99801054,1087545.61895017,1173511.95118044,1266387.99044613,1349071.88950907,1398153.45335626
MUSE_TBR,71.5338809034908,982580.426678671,1017978.38239549,1084127.31721573,1170127.39974122,1263079.99980276,1345479.96545323,1394226.86603479
MUSE_TBR,72.5338809034908,979723.161721191,1014841.30972803,1080696.74169818,1166734.0919934,1259767.73369103,1341879.20173004,1390284.86296101
MUSE_TBR,73.5338809034908,976867.008219987,1011704.55400362,1077265.32793762,1163339.83170523,1256454.71028478,1338275.93444805,1386338.55836088
MUSE_TBR,74.5338809034908,974016.151200631,1008575.65370804,1073843.16071278,1159951.16493444,1253143.29054321,1334675.23249551,1382397.6235917
MUSE_TBR,75.5338809034908,971174.631210294,1005461.87874966,1070439.99210043,1156574.49385595,1249835.89761984,1331082.18189478,1378471.60056029
MUSE_TBR,76.5338809034908,968346.176674096,1002369.90365822,1067064.78973056,1153215.7901426,1246534.9271439,1327501.66053461,1374569.45551022
MUSE_TBR,77.5338809034908,965532.29503811,999302.571711311,1063721.47210278,1149877.66531281,1243241.40762196,1323935.88834114,1370695.29565937
MUSE_TBR,78.5338809034908,962733.309047945,996260.686908142,1060411.26427925,1146560.92174155,1239955.60488109,1320385.62445419,1366850.59548123
MUSE_TBR,79.5338809034908,959949.530388047,993245.01933249,1057135.33734072,1143266.33457353,1236677.78803688,1316851.61012809,1363036.78207495
MUSE_TBR,80.5338809034908,957181.210120537,990255.920977263,1053894.18285833,1139994.41737334,1233408.45751203,1313334.54085928,1359254.74396289
MUSE_TBR,81.5338809034908,954428.379857259,987292.269883905,1050685.90663901,1136744.75601869,1230148.91093947,1309834.94027017,1355503.45926568
MUSE_TBR,82.5338809034908,951691.032874974,984352.659351954,1047508.14098148,1133516.73030619,1226900.56260959,1306353.24038475,1351781.4644211
MUSE_TBR,83.5338809034908,948969.168210546,981435.736280459,1044358.59632113,1130309.72188791,1223664.74534349,1302889.80980018,1348087.28938571
MUSE_TBR,84.5338809034908,946262.429850638,978540.078447297,1041235.09631341,1127122.82380923,1220442.03718546,1299444.44431811,1344419.27992575
MUSE_TBR,85.5338809034908,943569.89940338,975664.116311585,1038135.58639508,1123954.67503229,1217231.8897073,1296016.0867961,1340775.4996164
MUSE_TBR,86.5338809034908,940890.622676613,972806.296052488,1035058.05954266,1120803.88884243,1214033.64513603,1292603.60091471,1337154.00048883
MUSE_TBR,87.5338809034908,938223.653939256,969965.083701761,1032000.533972,1117669.08462254,1210846.63150265,1289205.8391923,1333552.83555037
MUSE_TBR,88.5338809034908,935567.987860929,967138.837604607,1028960.88009106,1114548.77571298,1207670.12329132,1285821.55432218,1329969.88716629
MUSE_TBR,89.5338809034908,932922.580738879,964325.848359524,1025936.87504734,1111441.40492481,1204503.35428709,1282449.42788009,1326402.92163981
MUSE_TBR,90.5338809034908,930286.399993711,961524.432142296,1022926.33012758,1108345.42771255,1201345.54777264,1279088.13770092,1322849.71778836
MUSE_TBR,91.5338809034908,927658.966316705,958733.532067085,1019927.75888895,1105259.98591443,1198196.59175854,1275737.11251877,1319308.90503792
MUSE_TBR,92.5338809034908,925040.402463615,955952.978226793,1016940.79157479,1102185.08028225,1195056.92286704,1272396.58154299,1315780.30936204
MUSE_TBR,93.5338809034908,922426.670532918,953178.570125139,1013960.9367945,1099115.85689327,1191921.29036233,1269060.92609476,1312258.08571804
MUSE_TBR,94.5338809034908,919813.909174472,950406.307250928,1010983.92745092,1096047.68219512,1188784.65727265,1265724.7688713,1308736.66269009
MUSE_TBR,95.5338809034908,917201.244181803,947635.271383908,1008008.77903621,1092979.50762666,1185645.90343424,1262386.90746315,1305214.77941361
MUSE_TBR,96.5338809034908,914588.674995124,944865.445893458,1005035.46720362,1089911.33305819,1182505.05404977,1259047.36035791,1301692.43576281
MUSE_GM,20.5338809034908,650873.62292084,663943.614260195,692651.448564417,737374.894481139,785624.10818957,820816.523006793,838111.484285306
MUSE_GM,21.5338809034908,646667.081495808,659982.964558266,689034.713944104,734015.654658638,782490.846570279,818012.833379774,835578.770400805
MUSE_GM,22.5338809034908,642468.575702104,656036.558238693,685437.261308094,730668.528331676,779359.317964921,815210.996251166,833051.49782791
MUSE_GM,23.5338809034908,638284.931959183,652110.500801089,681865.134072164,727341.543825856,776239.827332091,812421.251324162,830538.779357212
MUSE_GM,24.5338809034908,634119.87598832,648208.222795254,678320.62358214,724034.54430173,773129.40538178,809638.726688929,828034.900033086
MUSE_GM,25.5338809034908,629973.833643616,644329.721477786,674802.785082274,720745.168179645,770024.106140754,806858.007498123,825533.526637666
MUSE_GM,26.5338809034908,625843.83726312,640471.554979639,671307.23901923,717467.81697181,766917.009814762,804070.79690927,823025.432044586
MUSE_GM,27.5338809034908,621727.267746182,636630.585846866,667829.863082617,714197.183016578,763801.542501369,801269.116193062,820501.661522459
MUSE_GM,28.5338809034908,617620.138201837,632802.233336852,664364.952323197,710926.23241266,760669.266833444,798442.983016762,817951.171796161
MUSE_GM,29.5338809034908,613513.122731569,628976.442305994,660901.004183789,707641.627570354,757504.915913442,795575.227539245,815355.575328794
MUSE_GM,30.5338809034908,609394.603008003,625140.746066079,657423.851750222,704327.015379124,754289.848663042,792645.033781631,812692.702212016
MUSE_GM,31.5338809034908,605252.692986865,621282.388146611,653919.070377013,700965.984336288,751005.621717462,789631.906454567,809940.728985311
MUSE_GM,32.5338809034908,601085.946219044,617398.619062769,650381.218126631,697549.400839233,747639.142883183,786519.252675713,807081.011126468
MUSE_GM,33.5338809034908,596910.732488358,613503.772301357,646820.182012807,694080.509881972,744186.384774261,783297.086436781,804100.289764503
MUSE_GM,34.5338809034908,592748.808649802,609617.228283402,643250.213984967,690565.996600058,740645.818437183,779957.166775066,800986.631443611
MUSE_GM,35.5338809034908,588621.778329185,605758.159356566,639685.397179456,687012.73767644,737016.640028143,776492.309358555,797729.272390786
MUSE_GM,36.5338809034908,584561.829812213,601958.444693863,636157.175049481,683452.307141533,733330.940178676,772934.569934173,794359.995977725
MUSE_GM,37.5338809034908,580611.45299949,598262.825478676,632715.262899369,679942.719709493,729656.233179321,769358.50744045,790956.866539856
MUSE_GM,38.5338809034908,576812.287008549,594715.545487416,629409.47032849,676542.715596073,726061.361205934,765840.611513159,787600.285037747
MUSE_GM,39.5338809034908,573203.433449963,591358.471462034,626287.404049827,673308.814207153,722612.825768328,762455.065442893,784368.44791816
MUSE_GM,40.5338809034908,569816.031800144,588225.652449209,623389.051195325,670290.0208953,719369.641548691,759268.659521597,781332.261250774
MUSE_GM,41.5338809034908,566676.54196855,585346.628061124,620750.092819619,667531.069398482,716386.479144422,756343.881447575,778558.415653638
MUSE_GM,42.5338809034908,563810.643016818,582750.37765255,618405.896292002,665076.382515089,713717.572584083,753742.8217319,776113.308480475
MUSE_GM,43.5338809034908,561238.319074592,580459.33378092,616383.568837518,662959.658856944,711403.666512661,751511.746118724,774046.197162669
MUSE_GM,44.5338809034908,558964.793520138,578478.126900965,614686.826731529,661184.08968339,709447.321114713,749651.875329661,772357.228669695
MUSE_GM,45.5338809034908,556991.973925477,576807.149225323,613313.566694933,659745.227814556,707841.538511499,748153.054776543,771034.051214805
MUSE_GM,46.5338809034908,555322.202371776,575447.123133569,612261.946926381,658638.996531522,706579.846042915,747005.696142211,770064.859354393
MUSE_GM,47.5338809034908,553938.030670405,574378.251529394,611508.14400844,657837.258411938,705629.590339536,746172.525850446,769409.426756772
MUSE_GM,48.5338809034908,552792.328103629,573549.971407913,610995.362257288,657275.730404782,704918.744766305,745574.625944025,768984.782361913
MUSE_GM,49.5338809034908,551836.436328898,572909.876127222,610664.555195634,656887.638392468,704372.633309401,745130.207776375,768704.912932985
MUSE_GM,50.5338809034908,551020.951398539,572404.688574921,610455.87018885,656605.944219175,703916.978128988,744758.216725978,768484.626988652
MUSE_GM,51.5338809034908,550277.540953483,571963.558917668,610295.551619466,656356.214613569,703477.010568344,744381.627854136,768244.759427343
MUSE_GM,52.5338809034908,549524.567952266,571503.354455512,610100.236605639,656058.958023653,702977.613576946,743926.144167376,767910.234400515
MUSE_GM,53.5338809034908,548679.994685799,570940.581606952,609786.379842344,655634.734470714,702343.844216835,743317.671165609,767406.167503505
MUSE_GM,54.5338809034908,547664.331188969,570194.758773468,609274.509417587,655009.685231113,701507.771515384,742490.102437134,766666.121790649
MUSE_GM,55.5338809034908,546410.356180613,569199.822785283,608504.177755153,654135.646940258,700433.861234177,741414.471578923,765663.110450429
MUSE_GM,56.5338809034908,544854.306600426,567894.010176441,607420.887239907,652972.451974757,699096.434645235,740072.992343641,764381.983285793
MUSE_GM,57.5338809034908,542932.49676688,566215.884534805,605970.813252194,651480.685797042,697470.394344759,738448.322216067,762807.97076294
MUSE_GM,58.5338809034908,540603.184212369,564124.840463106,604118.716892803,649636.239750006,695542.354745402,736531.933490563,760933.542936813
MUSE_GM,59.5338809034908,537868.49274464,561621.522578041,601865.614457601,647444.588737001,693321.554667161,734332.324375709,758765.147632935
MUSE_GM,60.5338809034908,534736.091110538,558711.770455241,599217.136837119,644915.125597319,690820.379631743,731860.465074373,756311.349256177
MUSE_GM,61.5338809034908,531217.326571756,555404.991457398,596182.24325933,642060.180336469,688053.696988523,729129.5132314,753582.825806387
